id,x,y,z
1,28.45,73.75,87.76
2,31.78,58.29,46.99
3,51.82,79.59,80.56
4,68.73,77.02,45.99
5,98.02,95.11,39.02
6,90.27,28.55,36.68
7,5.35,58.72,1.31
8,86.41,53.76,94.98
9,8.49,45.34,57.38
10,40.95,2.60,53.67
11,77.77,40.66,25.70
12,5.45,11.41,60.03
13,99.30,77.75,63.92
14,27.08,52.87,67.08
15,26.33,89.92,64.68
16,78.98,60.33,15.37
17,23.17,81.20,10.61
18,2.30,39.13,49.34
19,71.75,41.85,58.12
20,92.42,61.05,43.27
21,72.88,88.85,4.35
22,73.30,18.40,14.69
23,71.56,9.60,56.35
24,65.67,34.48,98.54
25,54.92,62.47,15.02
