id,x,y,z
1,79.28,45.49,38.15
2,10.68,61.98,1.48
3,62.85,35.09,1.31
4,36.48,83.07,77.68
5,18.69,28.22,95.22
6,25.95,80.32,26.56
7,75.38,51.60,42.15
8,51.65,84.32,31.39
9,82.83,23.25,87.49
10,97.08,8.99,66.41
11,95.58,57.61,99.07
12,33.38,33.99,1.66
13,75.12,37.85,95.20
14,85.46,79.37,60.69
15,94.63,41.88,97.26
16,88.22,10.41,38.26
17,62.40,46.70,75.01
18,45.77,75.53,17.81
19,42.97,52.18,0.47
20,24.45,75.68,48.09
21,81.25,23.64,83.09
22,39.67,88.79,73.51
23,72.71,71.45,55.86
24,28.68,55.76,96.50
25,81.56,27.84,47.66
