id,x,y,z
1,13.90,33.17,22.59
2,14.35,38.55,66.50
3,67.59,1.25,45.34
4,62.37,71.05,80.72
5,10.12,33.64,59.90
6,40.74,94.95,91.15
7,64.93,66.54,20.85
8,35.51,82.50,10.35
9,39.37,60.27,90.22
10,48.06,18.61,35.91
11,94.23,3.29,81.28
12,84.94,2.49,64.38
13,44.82,13.65,32.01
14,21.90,62.96,24.72
15,41.27,40.94,93.87
16,12.28,60.88,95.55
17,84.63,90.90,62.74
18,98.28,80.20,74.03
19,10.82,35.60,23.36
20,97.49,72.80,0.98
21,0.54,59.33,51.29
22,99.92,38.43,96.22
23,9.33,4.07,41.47
24,86.60,71.76,7.62
25,80.37,88.13,28.51
26,26.59,51.80,64.84
27,26.58,53.82,47.52
28,33.22,98.12,75.95
29,88.22,88.15,5.21
30,63.45,64.43,38.92
