id,x,y,z
1,12.55,1.23,50.89
2,23.36,14.38,74.34
3,90.52,90.69,50.04
4,94.81,73.17,14.24
5,69.52,10.41,76.54
6,81.78,75.71,99.65
7,15.61,95.67,21.52
8,4.46,58.07,68.93
9,33.13,52.34,86.09
10,45.07,20.96,23.55
11,95.16,69.21,0.61
12,92.30,52.84,85.55
13,65.93,94.78,74.98
14,51.18,0.37,73.04
15,11.08,64.63,88.43
16,80.51,73.46,89.03
17,68.62,96.60,86.48
18,1.05,30.07,35.91
19,40.77,78.61,45.81
20,25.20,95.84,53.34
21,47.33,21.23,95.18
22,76.78,48.75,41.10
23,78.11,3.52,84.91
24,16.75,82.60,55.75
25,40.57,33.40,6.65
26,45.35,53.87,32.80
27,7.30,70.45,42.49
28,49.21,1.74,77.62
29,22.05,44.50,38.49
30,72.14,57.69,44.11
31,75.23,12.49,7.63
32,85.39,34.55,52.33
33,54.26,3.92,28.58
34,80.15,69.48,1.81
35,64.31,97.41,75.98
36,54.63,75.40,13.27
37,98.68,44.48,27.17
38,76.79,88.78,71.19
39,78.87,42.46,78.35
40,21.06,27.52,27.87
41,55.29,84.59,14.70
42,43.22,73.30,63.07
43,30.32,45.51,54.00
44,71.02,26.22,33.42
45,7.95,16.30,63.31
46,22.73,92.84,59.81
47,60.31,82.95,51.04
48,4.39,25.44,91.44
49,15.67,0.93,31.65
50,31.63,27.02,92.26
51,42.54,56.13,42.98
52,73.19,32.21,85.45
53,87.03,79.76,26.03
54,75.23,78.79,9.34
55,9.24,19.52,52.39
56,66.74,19.11,33.95
57,31.90,84.79,14.05
58,3.86,29.85,96.52
59,25.50,39.90,7.99
60,47.96,50.85,14.00
61,86.12,69.80,28.55
62,62.30,44.36,16.53
63,93.35,92.46,89.01
64,98.08,45.06,33.46
65,4.33,95.26,64.82
