id,x,y,z
1,43.15,46.75,10.71
2,95.77,83.50,28.60
3,37.93,73.64,11.28
4,89.48,41.59,93.37
5,26.16,76.09,68.38
6,1.00,23.77,19.59
7,17.40,9.94,35.74
8,74.24,98.35,88.68
9,44.01,42.18,61.84
10,9.23,54.82,40.47
11,88.30,57.04,20.72
12,65.50,85.69,25.30
13,96.75,93.60,49.43
14,46.81,35.93,15.41
15,18.01,9.48,87.57
16,3.82,94.06,43.36
17,90.28,29.11,70.96
18,33.47,99.31,39.29
19,29.97,5.74,50.02
20,40.04,40.31,11.14
21,66.40,75.17,89.77
22,86.56,25.96,46.68
23,0.66,99.66,13.53
24,9.82,6.98,51.56
25,25.46,76.55,41.79
26,94.26,22.41,83.96
27,56.70,42.39,80.28
28,84.00,56.03,97.30
29,39.67,9.55,84.06
30,94.09,78.12,45.75
