id,x,y,z
1,9.11,53.80,5.04
2,87.71,96.25,77.20
3,3.91,77.78,14.72
4,59.30,59.38,22.37
5,65.53,5.76,88.85
6,25.14,96.08,14.00
7,32.44,18.32,21.22
8,40.00,18.08,76.18
9,83.06,1.47,91.55
10,71.09,46.72,16.64
11,26.83,88.31,3.24
12,91.57,98.38,23.60
13,89.80,60.67,74.33
14,6.36,46.78,0.69
15,10.71,28.34,54.53
16,59.74,96.56,72.18
17,92.48,47.11,24.01
18,59.06,65.17,30.01
19,49.45,45.03,4.12
20,92.52,44.75,66.38
21,95.44,28.29,28.05
22,80.79,84.84,52.44
23,1.79,61.43,12.13
24,46.97,97.61,85.39
25,62.35,12.84,40.50
26,62.57,68.65,3.64
27,32.51,80.74,34.70
28,9.96,80.85,22.53
29,65.46,12.78,52.44
30,44.36,98.00,6.84
31,53.48,81.23,3.33
32,78.03,79.49,12.25
33,65.97,90.48,17.78
34,45.92,80.98,18.88
35,42.14,67.12,38.97
36,13.78,78.53,24.61
37,73.96,11.69,95.30
38,61.06,30.90,83.70
39,77.63,2.74,71.79
40,37.90,89.93,25.90
41,64.72,49.59,19.14
42,39.96,37.67,90.93
43,97.87,88.26,19.64
44,42.95,93.54,0.39
45,54.59,76.99,77.42
46,96.10,10.28,83.71
47,86.49,36.33,0.44
48,29.55,58.70,60.46
49,82.93,36.93,76.50
50,91.91,75.55,19.42
51,29.08,54.72,81.31
52,20.59,86.20,51.87
53,90.30,54.59,50.13
54,3.48,99.02,89.13
55,76.96,73.98,48.10
56,83.08,26.81,48.65
57,94.60,88.83,9.81
58,90.41,33.67,28.41
59,55.45,89.78,13.32
60,76.12,12.24,69.14
61,67.70,74.12,79.96
62,87.52,94.21,19.74
63,84.77,99.60,57.31
64,18.67,99.57,54.53
65,22.76,42.70,7.19
66,66.76,23.12,75.54
67,81.68,2.48,22.40
68,99.80,22.82,21.66
69,95.10,76.72,34.58
70,34.61,12.07,61.21
