id,x,y,z
1,64.38,11.10,44.79
2,2.45,84.48,92.87
3,79.57,63.21,52.06
4,30.05,11.57,28.94
5,13.86,91.21,84.73
6,27.62,0.36,68.88
7,39.48,34.35,47.37
8,56.28,84.01,32.16
9,86.62,43.97,85.68
10,82.43,4.39,27.59
11,11.00,95.27,13.24
12,8.55,39.52,23.36
13,58.25,74.38,50.85
14,0.07,76.30,49.96
15,87.28,41.95,7.98
16,57.40,32.44,25.21
17,90.21,71.63,7.93
18,97.55,66.47,31.06
19,42.87,19.94,5.94
20,1.07,12.54,84.92
21,70.51,17.52,65.25
22,2.26,16.55,12.57
23,63.74,61.54,59.13
24,82.42,40.70,79.57
25,47.00,28.77,61.83
26,61.29,2.34,99.54
27,70.43,56.09,92.60
28,84.87,2.63,61.61
29,95.59,30.21,24.37
30,27.68,35.92,67.74
31,62.35,21.64,5.22
32,70.81,69.43,60.16
33,5.11,59.28,38.74
34,16.83,71.40,94.33
35,46.23,91.40,31.87
36,10.86,55.27,14.10
37,12.07,27.26,76.42
38,56.53,98.77,34.44
39,69.53,96.09,88.15
40,63.48,2.77,37.44
41,12.67,27.80,39.58
42,23.30,48.29,21.53
43,28.92,48.20,20.10
44,35.06,57.51,18.79
45,82.07,6.43,93.67
46,34.52,70.66,65.74
47,75.17,23.70,54.86
48,7.46,47.41,44.14
49,53.64,80.74,91.59
50,68.30,76.34,75.56
51,46.60,96.74,88.19
52,81.79,86.45,25.92
53,46.15,33.73,0.99
54,99.18,65.25,52.76
55,44.71,32.70,48.10
56,77.51,72.76,27.17
57,62.07,54.38,86.17
58,76.11,6.99,44.52
59,8.96,99.30,19.32
60,8.46,36.83,8.53
61,61.60,91.79,46.95
62,70.89,64.42,51.34
63,51.82,23.12,6.00
64,75.69,64.80,98.54
65,9.91,33.66,69.96
66,61.09,55.88,41.01
67,13.17,44.29,13.17
68,64.06,39.38,22.05
69,89.58,47.71,52.87
70,16.74,39.33,20.80
71,26.28,11.63,48.10
72,80.96,30.38,32.53
73,20.50,76.57,56.16
74,53.77,14.88,24.95
75,1.57,54.84,3.87
76,13.69,62.14,87.04
77,39.23,70.36,72.65
78,40.87,36.13,79.07
79,0.03,8.75,60.34
80,56.77,51.39,95.94
81,18.75,41.37,29.65
82,18.16,74.68,96.93
83,43.13,32.14,26.59
84,83.12,94.24,61.72
85,86.51,96.70,74.35
86,37.25,39.91,32.35
87,63.30,28.88,75.99
88,63.15,12.97,64.30
89,16.82,16.09,0.14
90,63.22,91.61,83.09
