id,x,y,z
1,56.08,53.22,29.82
2,57.48,13.60,65.68
3,82.35,33.84,18.44
4,43.57,48.41,77.83
5,59.82,17.56,32.70
6,79.70,41.51,99.83
7,0.81,46.41,47.96
8,71.87,18.48,80.04
9,88.90,39.36,80.17
10,9.74,71.05,52.24
11,44.58,82.76,96.89
12,71.83,37.12,45.64
13,14.47,69.61,32.80
14,40.24,96.97,56.99
15,49.03,46.04,10.16
16,91.42,85.94,85.34
17,36.36,57.66,95.91
18,19.56,38.65,64.87
19,10.50,97.91,62.24
20,81.60,36.11,41.71
21,15.78,20.15,45.69
22,92.36,94.40,3.74
23,5.49,20.62,78.73
24,89.63,21.51,13.58
25,83.88,95.02,61.93
