id,x,y,z
1,24.55,62.22,90.02
2,79.27,77.83,28.67
3,87.31,53.41,31.61
4,97.53,96.11,14.18
5,72.90,74.83,42.06
6,75.53,72.74,79.04
7,69.15,61.69,71.19
8,75.59,22.84,76.50
9,31.54,34.73,74.55
10,62.18,40.57,68.99
11,79.48,15.51,11.06
12,46.10,7.78,74.12
13,2.60,26.73,77.85
14,98.96,73.96,69.70
15,49.92,9.21,96.30
16,10.56,69.29,36.57
17,37.66,42.72,80.44
18,78.41,37.15,90.58
19,12.64,35.96,2.44
20,15.27,93.91,12.39
21,60.27,47.75,83.47
22,92.06,62.69,30.09
23,24.37,29.28,31.84
24,63.59,22.96,32.91
25,46.16,57.49,27.40
26,40.63,63.15,94.93
27,29.96,71.14,3.49
28,44.65,73.61,49.42
29,49.78,72.60,10.65
30,9.72,65.86,51.80
31,27.19,5.52,37.81
32,84.47,9.85,52.95
33,54.56,29.27,76.91
34,47.84,58.14,68.73
35,13.42,39.90,94.00
36,31.72,21.00,92.55
37,12.69,72.24,28.17
38,83.05,35.07,81.17
39,58.25,10.80,6.51
40,20.75,39.50,54.86
41,9.28,99.99,35.17
42,87.48,63.85,50.49
43,19.73,96.94,57.35
44,73.52,85.56,94.02
45,69.85,6.10,73.79
46,13.37,3.88,91.01
47,28.00,65.31,46.15
48,15.12,82.69,5.56
49,54.93,7.01,73.00
50,77.93,37.52,23.28
51,44.28,28.61,6.85
52,70.38,74.62,80.22
53,10.64,68.87,14.98
54,30.05,57.57,82.37
55,18.09,68.35,80.56
56,76.94,95.84,18.67
57,15.47,53.65,34.40
58,12.16,92.07,81.27
59,80.52,52.56,93.14
60,3.65,49.88,1.80
