id,x,y,z
1,52.88,31.63,52.01
2,87.19,39.26,27.65
3,34.06,77.14,82.61
4,38.77,62.58,7.05
5,70.59,12.51,27.74
6,67.35,3.96,91.16
7,55.87,27.14,88.64
8,70.56,44.81,34.65
9,27.58,72.03,24.36
10,44.34,35.62,30.20
11,87.30,34.86,43.90
12,95.31,17.60,47.92
13,90.64,80.85,69.06
14,16.80,44.76,52.65
15,47.44,3.68,5.41
16,36.80,77.80,19.42
17,54.98,64.89,60.12
18,30.86,31.58,89.90
19,57.77,78.57,20.28
20,68.93,47.04,95.49
21,54.13,77.97,8.92
22,68.32,78.57,2.27
23,65.17,38.93,81.03
24,97.85,81.12,39.22
25,70.95,48.06,56.37
26,99.34,5.70,61.38
27,17.23,67.29,15.98
28,85.12,42.24,80.19
29,61.13,80.48,41.80
30,79.24,3.38,19.72
31,69.84,89.32,38.84
32,9.27,8.11,80.50
33,39.50,67.65,25.49
34,78.94,36.19,23.97
35,57.96,67.88,69.72
