id,x,y,z
1,24.22,87.37,37.27
2,38.49,1.44,54.42
3,84.38,68.57,57.24
4,59.92,81.39,73.27
5,50.08,2.07,24.07
6,85.21,59.41,17.38
7,67.88,39.72,95.28
8,46.00,0.21,4.45
9,69.29,77.28,0.57
10,90.59,88.80,19.77
11,22.89,96.59,37.75
12,18.43,28.55,6.47
13,50.55,58.75,40.89
14,77.36,86.05,18.68
15,67.14,3.97,67.23
16,76.42,64.14,29.07
17,28.03,4.67,99.99
18,75.91,63.31,15.97
19,19.97,2.09,44.77
20,66.41,35.60,47.53
21,16.38,17.03,98.75
22,52.29,98.49,52.69
23,85.67,16.87,6.79
24,41.73,45.03,10.58
25,55.99,21.39,5.34
26,13.92,5.81,64.85
27,64.81,92.22,41.68
28,42.46,34.33,45.22
29,79.14,92.12,20.39
30,39.56,48.41,25.84
31,92.14,1.06,33.04
32,46.08,88.73,58.91
33,83.34,23.46,73.92
34,61.47,21.40,92.83
35,47.69,0.35,15.71
36,82.09,2.08,7.36
37,77.92,81.01,27.88
38,91.11,30.29,16.09
39,82.85,55.02,41.47
40,46.09,62.87,2.23
