id,x,y,z
1,0.39,48.70,30.01
2,7.99,51.20,88.62
3,30.97,74.76,44.14
4,97.74,36.44,75.43
5,93.03,83.51,0.36
6,80.53,55.47,25.55
7,50.69,76.08,51.55
8,34.85,22.67,10.55
9,88.06,36.75,94.73
10,54.72,6.60,99.82
11,15.10,12.03,79.24
12,44.79,66.02,73.20
13,50.53,52.05,34.60
14,34.68,15.76,5.01
15,39.60,83.79,1.69
16,63.71,92.80,80.20
17,40.97,18.45,79.87
18,7.01,15.40,8.58
19,35.49,90.35,51.96
20,7.60,33.56,28.92
21,60.04,67.01,26.88
22,52.83,61.37,6.78
23,65.52,22.95,1.12
24,88.86,20.92,61.32
25,76.69,59.66,82.12
26,93.65,27.97,11.31
27,15.72,77.64,65.05
28,34.96,10.28,45.89
29,24.45,1.23,41.42
30,84.95,88.68,72.49
31,0.29,7.52,11.67
32,85.35,77.40,7.48
33,81.46,69.50,21.34
34,16.02,34.27,38.04
35,93.52,95.95,14.05
36,88.17,22.50,69.81
37,98.92,52.55,85.81
38,66.19,53.20,60.32
39,43.65,40.23,30.24
40,25.91,46.64,84.16
41,6.31,72.29,43.15
42,19.46,53.40,76.40
43,75.26,95.63,53.90
44,60.27,70.63,84.03
45,55.56,55.85,16.09
46,29.17,39.95,37.43
47,61.27,85.06,50.99
48,44.13,73.37,72.57
49,33.52,37.61,40.80
50,72.63,75.85,55.22
51,20.02,90.02,32.22
52,46.59,91.65,5.62
53,4.87,88.65,31.10
54,20.93,74.86,33.46
55,19.95,21.86,40.24
56,37.66,65.77,61.42
57,35.76,56.09,16.94
58,33.55,71.67,95.14
59,57.51,40.65,52.48
60,59.94,20.11,41.39
