id,x,y,z
1,35.22,36.63,97.13
2,59.15,32.70,39.80
3,98.43,41.17,34.76
4,12.15,93.85,50.22
5,80.19,76.75,64.62
6,97.31,65.09,60.76
7,66.94,59.35,60.33
8,58.67,46.09,38.72
9,14.34,96.11,42.75
10,70.56,89.22,93.49
11,47.39,99.69,25.51
12,15.44,83.53,41.27
13,41.16,9.39,39.73
14,60.18,22.38,56.62
15,21.92,10.42,76.46
16,86.46,25.50,65.34
17,11.55,97.21,84.52
18,96.77,36.64,61.85
19,61.59,16.16,91.91
20,5.44,0.21,19.90
21,59.85,44.46,49.36
22,78.01,23.51,11.78
23,12.31,88.03,15.29
24,5.56,31.83,45.16
25,62.53,94.21,3.69
26,51.06,8.54,73.82
27,33.68,48.81,95.52
28,71.11,96.24,97.55
29,88.60,37.77,22.67
30,83.00,35.45,20.66
31,64.95,68.99,55.16
32,13.14,8.21,7.58
33,76.56,28.97,88.32
34,86.63,12.45,74.55
35,10.98,32.93,9.16
36,87.31,14.25,78.59
37,82.86,14.92,74.91
38,46.17,71.68,15.21
39,1.45,87.88,6.11
40,81.18,43.16,83.46
41,31.53,90.81,27.36
42,51.55,37.68,0.35
43,45.33,91.29,94.52
44,70.32,97.53,72.33
45,76.80,32.98,5.08
46,61.49,45.51,11.72
47,58.94,37.30,99.38
48,83.27,46.57,68.68
49,38.52,84.77,22.82
50,82.58,31.58,36.70
51,59.73,12.55,31.98
52,3.55,7.98,63.84
53,80.78,38.00,34.25
54,19.65,72.04,83.23
55,84.98,59.52,17.55
56,34.24,99.58,78.94
57,23.07,59.85,93.46
58,92.01,47.76,56.14
59,55.50,51.62,25.94
60,15.26,85.22,85.67
61,73.39,72.49,93.29
62,34.83,6.23,17.36
63,17.07,45.04,9.22
64,61.40,75.71,36.43
65,12.57,26.60,84.25
