id,x,y,z
1,60.52,68.36,1.67
2,87.14,37.89,65.14
3,21.43,85.02,30.69
4,81.23,73.12,58.17
5,78.69,99.51,91.47
6,62.16,92.92,87.14
7,4.36,10.01,78.65
8,54.33,61.94,50.94
9,96.10,14.49,37.85
10,56.66,87.54,91.64
11,66.06,88.46,66.49
12,2.51,59.84,5.80
13,88.10,78.05,36.04
14,55.88,63.29,86.55
15,27.21,18.52,98.50
16,66.53,5.93,39.88
17,78.93,89.50,62.27
18,21.78,26.54,38.31
19,17.04,89.52,75.30
20,21.52,24.22,22.94
21,60.14,32.01,98.77
22,32.63,94.32,28.30
23,24.80,14.61,77.96
24,34.53,32.27,55.56
25,57.68,14.57,99.15
26,14.59,47.97,66.99
27,38.37,17.56,5.70
28,54.21,39.69,2.26
29,19.21,48.01,44.57
30,48.04,53.16,84.85
31,3.79,5.99,84.22
32,60.01,44.82,28.68
33,16.03,6.41,2.22
34,7.59,60.93,50.22
35,5.89,25.93,71.98
36,38.73,81.16,0.03
37,44.24,66.30,75.76
38,12.89,53.25,7.03
39,37.27,27.49,54.01
40,21.29,35.70,91.62
41,52.71,87.39,33.54
42,43.30,42.55,96.96
43,73.27,19.94,41.19
44,87.94,4.75,66.96
45,5.01,66.95,87.74
46,90.17,6.16,53.33
47,89.29,69.83,78.87
48,52.78,11.44,82.23
49,99.42,82.02,65.62
50,65.43,15.90,58.05
51,73.87,77.67,18.11
52,68.97,38.91,39.92
53,99.30,31.25,15.24
54,74.76,0.14,96.12
55,59.14,69.06,6.30
56,30.29,47.70,55.49
57,49.64,13.30,55.17
58,63.58,26.92,88.99
59,44.95,52.13,23.03
60,77.53,87.59,93.75
61,79.57,4.67,55.76
62,41.03,49.73,11.30
63,30.42,27.98,67.32
64,36.62,90.30,18.96
65,43.07,22.38,51.71
66,89.01,1.52,26.84
67,83.89,64.02,31.01
68,93.82,87.37,89.07
69,8.48,10.53,39.12
70,91.49,17.82,98.12
71,64.97,91.01,75.21
72,2.42,43.82,13.87
73,8.58,15.79,8.56
74,69.19,65.09,80.90
75,29.61,22.57,85.86
76,52.84,17.21,30.09
77,8.56,39.17,0.92
78,5.48,17.82,96.79
79,33.67,67.98,4.85
80,36.95,69.40,36.53
81,15.37,68.48,46.19
82,71.23,16.88,81.43
83,57.51,60.47,86.64
84,19.16,91.64,5.48
85,53.44,85.64,59.23
86,95.81,65.85,76.04
87,85.56,56.64,80.46
88,94.00,57.26,11.27
89,71.30,19.55,51.63
90,71.24,3.47,71.77
91,97.01,44.77,6.61
92,17.06,43.74,83.88
93,79.42,27.74,5.43
94,46.29,11.90,31.44
95,64.76,92.79,37.91
