id,x,y,z
1,9.46,10.44,5.35
2,33.54,86.94,21.80
3,87.94,65.25,23.81
4,38.92,86.78,33.50
5,56.97,6.42,92.82
6,42.93,0.12,59.80
7,55.78,32.99,50.03
8,93.28,52.40,40.20
9,93.81,33.42,29.45
10,97.13,37.83,14.03
11,6.18,30.09,90.66
12,84.66,13.12,88.12
13,34.24,96.92,69.74
14,79.80,94.54,35.84
15,36.29,74.79,42.10
16,3.54,98.67,58.64
17,73.70,58.30,97.57
18,74.51,97.47,39.25
19,82.69,5.73,79.70
20,83.70,19.80,10.90
21,49.83,87.66,73.91
22,92.57,31.75,88.59
23,70.43,34.13,92.24
24,4.89,31.86,35.83
25,69.26,84.00,56.06
26,86.72,91.72,41.27
27,47.75,14.28,67.28
28,3.05,4.87,86.62
29,19.34,66.84,68.48
30,28.91,20.95,76.90
31,86.64,20.58,29.05
32,28.62,54.19,59.34
33,18.59,45.10,58.25
34,24.01,88.06,22.42
35,26.97,30.44,88.83
36,47.32,19.72,1.20
37,47.38,83.23,71.75
38,31.02,61.76,68.26
39,18.12,19.63,84.19
40,34.25,78.51,53.36
41,45.24,84.33,43.68
42,7.93,1.21,18.73
43,56.36,42.82,98.32
44,54.89,10.66,69.72
45,29.74,18.22,78.20
46,80.72,87.47,15.04
47,62.51,17.67,23.43
48,30.88,19.72,20.69
49,41.05,71.83,66.83
50,79.05,1.37,94.16
