id,x,y,z
1,2.63,90.89,47.16
2,21.27,53.84,76.99
3,73.22,28.86,51.47
4,70.17,78.32,58.81
5,50.84,92.18,37.86
6,62.69,52.17,28.69
7,46.24,71.12,30.08
8,56.86,59.96,56.03
9,45.03,59.84,65.35
10,28.33,61.09,13.20
11,71.42,99.14,77.21
12,98.69,16.03,26.28
13,76.35,49.20,42.61
14,90.04,0.45,78.31
15,84.93,27.44,1.51
16,71.31,2.38,84.04
17,11.16,90.59,70.01
18,97.83,58.41,45.06
19,45.10,34.10,45.21
20,8.11,61.96,52.41
21,63.64,21.14,53.50
22,51.88,61.25,21.44
23,21.06,23.87,60.64
24,9.38,95.82,25.38
25,25.12,69.22,52.73
26,50.79,14.62,97.85
27,21.95,74.68,33.38
28,13.30,87.85,82.36
29,87.27,10.68,92.95
30,67.40,35.27,62.25
