id,x,y,z
1,56.42,55.12,80.80
2,85.93,66.43,43.44
3,50.74,0.74,62.25
4,53.40,53.21,7.89
5,21.72,59.97,84.77
6,88.46,49.96,42.02
7,81.58,48.06,61.07
8,52.01,31.32,73.46
9,29.25,2.93,99.65
10,69.82,78.73,55.80
11,78.50,84.28,72.31
12,38.77,95.45,83.24
13,46.73,18.69,96.13
14,72.91,61.38,12.26
15,39.34,45.28,0.00
16,54.08,52.80,36.00
17,7.00,56.09,22.83
18,41.51,19.84,73.66
19,80.63,28.83,93.93
20,48.38,77.86,99.97
21,69.60,76.07,74.49
22,1.76,51.46,78.37
23,83.87,79.84,13.11
24,81.80,9.37,74.70
25,15.55,91.75,82.43
26,5.92,42.77,85.32
27,26.38,60.72,47.38
28,1.13,32.68,29.16
29,75.05,55.21,92.88
30,64.97,1.78,83.97
31,40.33,34.26,31.67
32,7.47,35.25,43.67
33,26.54,36.70,53.31
34,57.87,66.39,65.29
35,41.70,32.75,58.05
36,52.04,92.98,47.28
37,28.24,28.89,76.16
38,38.23,55.12,7.55
39,84.26,39.14,59.68
40,49.63,32.11,84.72
41,19.58,85.95,70.78
42,63.02,54.82,0.94
43,91.33,24.62,25.45
44,57.13,1.16,27.79
45,33.24,77.23,66.44
46,22.02,33.81,27.31
47,87.11,39.99,64.52
48,4.67,27.97,9.78
49,59.07,20.50,25.24
50,46.11,90.58,93.11
51,95.76,77.63,25.61
52,66.27,42.16,33.03
53,43.01,31.69,3.68
54,63.64,77.40,36.65
55,25.78,39.20,37.96
56,49.95,42.32,6.64
57,20.33,84.48,92.44
58,17.07,81.23,65.52
59,2.98,61.98,55.06
60,46.21,30.43,72.84
61,61.61,36.21,49.58
62,24.81,27.10,51.35
63,82.57,14.15,45.10
64,43.60,83.60,38.65
65,36.10,7.98,94.33
66,91.05,90.60,11.96
67,88.31,61.24,30.03
68,16.07,29.54,18.95
69,17.75,67.40,47.49
70,47.39,94.88,26.18
71,99.38,19.97,23.14
72,81.23,68.40,99.34
73,15.25,60.56,7.47
74,14.19,79.99,33.33
75,97.20,78.42,36.20
76,78.66,6.22,53.69
77,53.06,23.66,51.76
78,19.60,21.17,11.56
79,78.38,11.55,63.20
80,37.58,25.77,63.46
81,0.79,51.26,61.10
82,43.98,88.56,51.09
83,49.68,13.09,50.82
84,20.63,18.12,42.78
85,36.82,90.09,85.10
86,52.88,17.72,60.88
87,79.61,59.13,1.36
88,49.02,64.87,71.63
89,35.22,69.64,26.87
90,92.30,3.11,44.24
91,10.26,7.12,51.11
92,46.22,83.56,98.30
93,27.52,1.38,51.14
94,21.37,22.29,54.41
95,73.68,55.12,36.90
