id,x,y,z
1,97.83,36.42,65.65
2,76.52,89.15,72.44
3,69.36,7.51,6.94
4,60.66,24.17,61.93
5,32.04,38.78,50.87
6,92.77,57.90,17.01
7,35.46,77.67,80.80
8,30.48,13.28,8.80
9,22.78,66.12,14.71
10,35.34,5.90,78.02
11,87.81,11.12,54.55
12,50.74,77.07,6.87
13,14.76,26.19,43.28
14,15.31,47.89,72.17
15,7.80,22.10,81.43
16,57.80,52.18,19.09
17,7.36,31.05,42.26
18,80.99,54.58,51.37
19,47.71,26.28,64.83
20,43.85,79.56,31.57
21,87.81,20.20,28.33
22,28.77,45.80,6.19
23,40.50,76.51,0.30
24,23.19,50.44,38.49
25,30.69,31.86,28.34
26,76.48,40.47,41.87
27,54.22,8.14,50.56
28,30.77,44.38,73.19
29,13.34,59.96,98.48
30,53.56,25.83,29.41
31,98.89,65.87,49.18
32,27.44,58.50,25.08
33,32.28,20.25,9.30
34,2.05,50.15,20.62
35,43.37,15.03,76.86
36,83.82,49.13,73.46
37,80.12,53.84,92.97
38,17.09,62.79,82.23
39,8.24,16.55,12.51
40,62.50,51.80,17.75
41,0.09,13.62,79.90
42,63.13,40.70,69.86
43,92.41,88.86,71.36
44,2.99,30.94,49.62
45,88.24,78.45,15.55
46,51.02,20.42,19.59
47,80.72,85.28,5.06
48,7.37,39.82,63.78
49,41.83,91.10,95.53
50,25.91,76.47,15.22
51,22.59,62.53,42.15
52,86.97,47.64,78.77
53,70.74,95.00,23.41
54,94.96,26.07,99.39
55,27.93,87.44,34.04
56,93.25,35.57,56.41
57,32.02,26.88,99.17
58,12.05,8.78,71.85
59,86.45,17.39,5.91
60,16.64,23.75,45.73
61,30.31,13.63,5.18
62,69.23,35.45,30.95
63,85.53,94.57,22.49
64,35.80,45.64,55.29
65,21.85,74.76,49.07
66,53.22,46.64,71.05
67,88.96,48.51,1.38
68,26.86,30.22,8.29
69,45.02,44.81,88.20
70,27.78,61.79,73.43
71,23.49,90.17,32.84
72,93.98,31.55,40.37
73,58.15,55.94,10.41
74,47.15,36.07,15.12
75,44.42,23.57,73.03
