id,x,y,z
1,98.25,61.25,68.84
2,87.78,39.97,63.64
3,38.98,1.75,75.53
4,31.60,86.68,55.25
5,59.39,0.55,30.78
6,21.85,27.50,16.79
7,4.31,46.80,14.49
8,79.25,91.84,36.76
9,69.68,84.74,62.83
10,56.62,97.92,14.68
11,57.80,68.86,91.91
12,0.67,48.05,85.15
13,90.65,5.55,24.04
14,5.61,96.74,8.35
15,12.30,18.64,60.06
16,96.22,75.30,8.82
17,40.17,90.64,98.10
18,35.73,88.19,85.36
19,73.32,41.42,5.25
20,22.64,72.32,27.63
21,68.65,35.23,51.17
22,89.83,16.68,7.79
23,35.50,56.75,37.21
24,64.75,37.58,36.39
25,31.43,23.61,15.60
26,41.93,97.78,57.09
27,13.13,44.21,11.79
28,48.25,25.50,90.12
29,81.44,2.90,81.99
30,68.74,36.50,11.34
31,65.98,50.67,50.53
32,68.82,52.73,98.93
33,17.90,46.17,29.64
34,49.50,68.61,26.28
35,61.95,60.34,28.88
36,2.00,31.93,17.10
37,86.92,19.66,60.94
38,48.25,40.40,46.32
39,29.94,73.19,5.70
40,35.38,37.45,8.47
41,70.68,84.10,84.87
42,67.13,49.52,75.79
43,62.27,8.60,5.59
44,78.54,63.38,63.63
45,59.55,6.72,94.85
46,88.73,83.30,54.28
47,20.26,50.97,28.54
48,20.70,48.45,37.13
49,21.74,41.93,52.62
50,63.73,48.71,82.19
51,29.79,6.64,73.65
52,26.81,74.11,32.81
53,2.80,32.20,95.91
54,61.55,85.04,94.94
55,63.63,36.43,92.51
56,1.77,54.15,91.08
57,26.02,2.27,23.55
58,76.18,50.38,62.79
59,18.86,3.77,1.08
60,58.48,13.79,64.26
61,56.25,60.84,67.80
62,0.54,68.32,60.73
63,63.23,67.49,10.82
64,94.29,97.28,84.86
65,62.82,79.66,31.48
66,25.38,44.80,30.78
67,27.91,19.00,26.19
68,1.46,40.16,75.11
69,21.95,26.05,26.13
70,32.94,61.26,98.91
