id,x,y,z
1,43.87,94.09,58.29
2,20.20,87.52,72.37
3,12.20,62.08,32.37
4,7.17,79.13,80.99
5,77.76,59.90,65.42
6,30.24,29.30,11.65
7,72.49,88.66,46.48
8,12.02,23.43,68.38
9,12.79,68.29,73.09
10,15.24,97.93,64.69
11,68.08,52.20,6.30
12,70.27,47.02,50.56
13,79.12,65.08,33.05
14,11.69,69.45,39.43
15,31.27,8.83,96.97
16,3.88,93.02,88.91
17,30.13,47.41,54.05
18,66.37,73.96,15.90
19,67.04,22.40,95.28
20,58.48,22.57,44.44
21,21.64,37.59,33.30
22,8.97,52.24,51.52
23,96.32,44.95,15.38
24,43.05,67.09,40.73
25,18.58,37.81,32.62
26,72.16,72.94,32.25
27,99.44,83.03,14.16
28,16.47,1.17,61.40
29,24.16,43.25,96.81
30,3.55,76.39,24.61
31,96.86,35.62,57.89
32,99.97,78.85,85.48
33,70.71,1.47,72.52
34,20.38,36.26,98.08
35,18.26,4.93,66.27
36,3.73,20.25,94.07
37,27.56,20.80,15.36
38,33.11,59.01,86.06
39,19.18,43.24,52.04
40,32.06,96.86,27.37
41,12.87,29.97,96.40
42,70.92,90.93,40.94
43,36.55,60.22,5.76
44,18.18,19.55,55.37
45,81.12,67.22,47.84
46,71.68,81.58,13.12
47,18.30,45.41,73.37
48,80.50,91.82,32.20
49,53.81,12.15,43.91
50,17.82,32.52,82.00
