id,x,y,z
1,73.78,27.62,10.52
2,44.65,84.11,24.25
3,81.51,43.93,11.59
4,21.53,54.27,99.39
5,98.74,24.60,81.70
6,60.56,45.81,58.30
7,23.01,67.14,63.90
8,66.51,78.18,33.21
9,87.85,88.85,25.56
10,65.61,85.80,71.61
11,0.24,37.61,19.84
12,70.05,86.10,65.03
13,56.87,54.55,87.90
14,74.62,4.19,67.66
15,92.79,76.03,54.24
16,60.99,14.61,24.75
17,82.04,45.89,80.84
18,49.65,75.53,75.20
19,88.70,8.57,23.02
20,21.39,96.56,25.76
21,42.31,50.81,19.98
22,54.85,93.35,76.05
23,45.18,73.71,84.70
24,98.11,0.55,75.34
25,80.69,78.76,71.36
26,67.42,66.82,65.93
27,63.76,15.47,8.41
28,40.25,84.20,50.27
29,65.20,62.45,5.62
30,17.54,81.62,44.26
