id,x,y,z
1,21.48,38.63,51.43
2,60.98,12.65,33.05
3,54.08,32.88,54.13
4,81.17,30.93,23.76
5,78.25,29.39,33.94
6,40.26,70.89,33.39
7,82.92,63.44,86.70
8,43.50,85.13,78.48
9,81.76,50.35,91.86
10,5.18,61.87,82.04
11,85.39,50.98,57.54
12,39.34,28.03,1.54
13,18.87,18.03,32.05
14,3.83,77.65,34.20
15,90.36,69.79,9.13
16,34.52,77.47,52.72
17,47.71,39.46,83.58
18,8.70,74.42,1.41
19,58.91,49.52,71.32
20,17.48,35.16,30.48
21,23.74,88.15,23.49
22,50.09,51.85,25.01
23,45.22,46.67,59.00
24,50.06,11.93,15.67
25,32.87,68.03,65.36
26,3.61,57.42,88.35
27,26.15,14.69,75.75
28,94.87,46.97,37.38
29,67.19,97.98,37.52
30,89.25,78.64,87.02
31,20.34,44.99,7.69
32,85.10,34.95,45.98
33,24.87,5.31,8.92
34,37.75,21.29,68.11
35,53.12,4.28,94.98
36,42.07,57.88,83.30
37,67.13,81.00,19.57
38,64.47,59.76,45.85
39,60.12,12.32,56.16
40,17.61,81.17,29.30
41,66.54,82.52,80.93
42,96.86,76.83,38.39
43,96.50,12.21,48.50
44,31.54,4.21,8.95
45,95.11,58.81,65.45
46,55.98,60.15,59.13
47,12.53,32.07,16.84
48,63.61,42.75,21.58
49,26.36,81.14,77.71
50,83.84,79.50,76.48
51,95.41,20.86,19.01
52,60.03,7.84,63.88
53,57.89,5.71,87.81
54,79.00,30.19,57.08
55,52.89,96.73,62.61
56,95.27,13.85,67.08
57,51.11,77.92,80.57
58,45.14,72.01,99.04
59,88.15,70.36,16.53
60,34.40,8.49,20.23
61,95.19,1.53,43.78
62,73.51,64.40,46.16
63,5.80,0.60,32.34
64,50.32,9.08,79.96
65,55.45,1.19,28.82
66,65.26,14.79,70.00
67,59.83,91.63,80.31
68,56.10,65.56,66.33
69,97.47,23.04,10.62
70,20.93,34.84,30.35
71,61.38,86.25,92.95
72,66.42,85.57,19.58
73,13.79,70.28,74.41
74,47.87,99.05,33.18
75,99.48,50.24,74.77
76,13.37,70.54,3.27
77,65.76,39.22,17.73
78,74.51,46.61,23.72
79,57.98,19.15,25.94
80,57.76,27.80,69.55
