id,x,y,z
1,16.22,68.18,75.10
2,8.49,28.46,41.92
3,52.22,29.35,44.52
4,74.62,80.49,55.07
5,49.73,64.66,92.27
6,37.08,39.65,70.65
7,54.46,12.50,18.84
8,5.76,13.48,29.10
9,6.96,62.87,85.03
10,38.31,52.50,79.96
11,15.15,17.94,21.18
12,78.29,47.67,51.26
13,42.56,48.56,6.79
14,79.33,25.90,31.67
15,29.72,6.58,28.80
16,75.14,67.80,13.29
17,33.25,23.81,45.02
18,38.75,85.42,12.38
19,95.59,2.86,10.09
20,9.44,15.81,83.43
21,24.00,64.91,22.54
22,21.11,0.88,28.71
23,8.65,11.79,98.19
24,29.14,6.96,61.56
25,81.05,14.57,71.23
26,66.23,77.03,37.90
27,16.90,17.52,75.04
28,47.28,97.44,92.85
29,35.55,94.38,65.70
30,97.65,85.94,56.03
31,52.16,26.60,62.81
32,74.11,45.28,69.77
33,37.93,82.77,43.09
34,48.48,40.91,4.93
35,1.97,92.86,24.56
