id,x,y,z
1,53.27,67.77,96.95
2,22.91,51.92,29.92
3,26.76,23.55,12.96
4,77.43,79.82,82.13
5,91.46,9.73,33.72
6,46.06,55.52,19.27
7,62.90,33.41,60.72
8,94.37,73.50,83.08
9,38.88,47.21,68.04
10,99.68,35.95,30.26
11,3.95,81.99,9.56
12,43.16,10.96,90.03
13,6.85,64.96,43.54
14,4.49,77.01,74.97
15,80.75,78.12,20.36
16,90.91,6.75,35.92
17,57.12,5.69,12.84
18,12.75,94.12,67.50
19,16.96,59.28,33.06
20,26.11,8.27,38.57
21,47.72,81.04,52.16
22,97.16,69.28,70.69
23,78.14,29.76,45.88
24,87.77,83.60,10.46
25,88.47,87.67,29.28
26,42.60,41.37,75.36
27,28.08,68.20,46.99
28,14.34,4.58,63.31
29,25.26,96.14,47.42
30,49.91,62.00,35.74
31,56.34,70.49,94.24
32,18.25,49.19,53.04
33,66.57,82.36,66.99
34,92.01,6.35,49.80
35,34.47,64.85,21.47
36,34.01,13.14,26.76
37,45.76,40.29,45.36
38,67.52,93.57,12.96
39,92.75,9.08,87.46
40,47.51,4.45,38.93
41,30.70,10.49,41.30
42,34.58,11.48,91.88
43,65.75,87.48,16.96
44,37.51,52.80,77.12
45,0.26,71.59,84.60
46,20.73,87.60,77.72
47,95.56,26.14,15.10
48,92.30,14.45,63.52
49,86.42,72.91,9.68
50,48.01,88.23,83.87
51,70.20,38.03,24.46
52,79.91,77.10,11.70
53,54.43,60.68,38.34
54,98.52,0.88,29.05
55,91.95,29.67,68.20
56,21.92,7.48,94.35
57,44.51,7.48,79.69
58,92.74,80.28,59.38
59,16.30,20.38,32.86
60,30.30,88.81,71.75
61,31.75,76.72,3.61
62,46.50,4.49,9.71
63,39.86,20.22,7.54
64,98.05,34.55,64.31
65,6.68,57.79,3.30
66,21.49,45.86,2.44
67,79.95,16.78,91.95
68,88.69,94.55,5.46
69,21.35,67.76,95.88
70,18.24,24.34,18.07
71,27.36,33.32,87.67
72,91.87,57.09,0.57
73,82.55,9.08,84.50
74,4.56,38.33,56.51
75,74.52,86.81,42.44
76,29.99,17.82,81.66
77,55.20,68.22,64.62
78,10.52,31.45,61.56
79,24.21,91.55,28.75
80,21.16,14.55,37.65
81,52.74,31.62,49.40
82,44.93,71.59,40.03
83,86.62,50.18,58.76
84,53.20,10.79,91.23
85,62.29,55.89,59.56
86,21.69,51.71,40.90
87,26.38,77.47,25.24
88,25.94,39.11,42.55
89,31.11,82.32,55.55
90,74.90,34.36,39.24
