id,x,y,z
1,61.55,57.56,37.14
2,21.58,36.83,38.56
3,62.67,51.12,17.82
4,22.99,74.01,65.64
5,24.80,27.31,80.40
6,90.60,46.20,97.94
7,78.52,88.02,96.05
8,78.54,34.52,54.59
9,51.36,35.63,79.84
10,12.68,71.39,27.46
11,41.12,64.43,7.50
12,8.35,9.58,65.89
13,0.10,71.59,62.72
14,72.74,15.13,12.22
15,17.63,77.78,53.69
16,31.53,77.93,10.29
17,7.69,80.34,48.85
18,2.78,41.59,70.95
19,94.06,22.32,36.68
20,44.84,74.55,60.07
21,98.84,57.77,75.30
22,96.94,33.55,29.77
23,47.42,42.13,1.04
24,81.78,14.10,6.16
25,1.27,99.29,64.00
26,37.35,3.47,61.57
27,79.92,53.10,80.07
28,63.65,81.65,72.90
29,90.97,19.35,75.36
30,50.01,43.02,37.01
31,52.13,84.81,59.43
32,45.01,71.14,78.53
33,32.83,58.86,46.79
34,19.70,91.96,73.83
35,99.96,2.22,73.01
36,64.07,80.74,54.35
37,56.06,57.72,18.13
38,59.36,13.41,91.99
39,85.16,48.87,14.81
40,16.92,95.84,37.77
41,49.72,91.50,15.47
42,15.00,71.79,57.11
43,83.44,73.18,54.50
44,57.92,83.58,22.69
45,87.93,52.39,75.05
46,48.42,1.87,20.84
47,68.83,54.88,31.08
48,32.80,50.30,59.15
49,28.83,43.44,7.42
50,97.26,87.00,65.82
51,68.41,32.60,11.25
52,65.85,58.20,51.30
53,9.71,71.46,6.36
54,80.93,54.53,67.03
55,46.00,87.43,73.89
56,31.23,45.11,14.29
57,16.02,3.36,52.54
58,47.17,98.66,1.33
59,33.66,87.70,59.75
60,49.24,73.40,67.15
61,28.09,42.51,65.81
62,95.22,88.37,81.39
63,67.07,95.22,15.98
64,1.14,58.74,41.65
65,91.10,86.14,38.55
66,86.41,90.56,47.16
67,26.51,25.35,72.67
68,38.83,17.38,32.11
69,6.96,5.59,53.23
70,20.11,84.25,40.52
71,76.87,14.90,43.56
72,81.21,45.86,62.34
73,42.32,69.20,80.58
74,4.85,26.24,63.10
75,52.97,86.70,9.76
76,61.08,93.80,4.06
77,0.18,9.45,56.20
78,3.44,27.30,47.94
79,93.09,0.38,83.76
80,46.05,28.24,34.52
81,71.87,79.65,55.36
82,63.89,49.27,59.64
83,72.49,59.65,84.84
84,25.42,35.90,34.14
85,91.70,34.79,32.71
