id,x,y,z
1,34.20,86.31,28.65
2,43.78,2.52,88.98
3,63.30,46.67,0.27
4,77.83,34.15,7.32
5,56.28,3.82,57.10
6,65.87,10.54,51.78
7,66.26,90.98,91.49
8,70.22,8.19,71.60
9,95.49,17.77,90.61
10,95.77,34.58,75.64
11,90.58,2.90,47.41
12,93.99,93.81,49.10
13,92.45,49.79,0.85
14,96.44,62.10,24.90
15,70.27,88.38,13.97
16,32.70,84.70,38.37
17,31.61,68.14,61.03
18,47.67,60.55,64.47
19,3.60,52.43,98.88
20,19.73,33.27,30.18
21,77.09,42.93,63.38
22,46.49,49.26,33.42
23,50.27,67.34,48.14
24,2.84,13.65,67.65
25,81.27,16.19,75.46
26,97.20,12.35,53.70
27,41.78,3.49,20.03
28,98.90,99.02,31.14
29,50.61,80.53,71.68
30,62.08,26.71,98.74
31,95.63,55.25,91.21
32,88.65,97.01,60.40
33,49.92,21.71,44.36
34,95.83,23.68,72.66
35,94.45,20.79,23.66
36,79.41,75.55,87.73
37,39.13,17.71,49.52
38,60.25,53.76,53.78
39,51.62,47.53,1.77
40,94.25,42.55,67.38
41,49.06,77.19,30.68
42,76.28,65.19,86.93
43,17.63,72.69,72.46
44,88.38,14.21,15.53
45,22.97,31.88,47.91
46,2.11,64.94,70.18
47,2.10,39.04,95.88
48,12.11,82.46,48.77
49,31.13,30.57,88.88
50,61.43,16.55,58.35
51,89.89,41.25,80.49
52,82.68,64.08,69.22
53,29.64,67.51,15.19
54,23.27,7.17,5.91
55,36.55,73.36,32.15
56,54.89,47.06,21.26
57,49.88,6.94,30.51
58,31.44,34.66,54.51
59,14.30,71.52,51.91
60,23.23,32.61,11.55
61,83.90,41.91,84.29
62,43.04,24.15,70.47
63,14.31,52.63,84.70
64,47.00,9.67,0.93
65,13.64,14.08,67.00
66,32.95,91.57,43.52
67,75.22,88.68,69.16
68,34.38,10.70,27.37
69,28.70,13.12,22.56
70,72.98,1.96,26.52
71,5.78,26.67,23.17
72,54.03,30.20,16.46
73,35.46,89.96,28.59
74,21.19,21.82,28.66
75,28.61,25.36,45.16
76,0.96,3.25,10.91
77,51.71,24.78,0.81
78,40.75,52.96,0.50
79,40.38,64.14,39.52
80,19.50,10.37,26.97
