id,x,y,z
1,11.85,54.02,32.28
2,99.22,7.09,51.84
3,81.25,75.23,39.28
4,47.48,22.70,19.83
5,60.36,84.86,94.30
6,14.86,52.49,27.59
7,90.59,76.40,56.93
8,34.21,73.32,29.66
9,72.20,21.73,8.00
10,62.43,54.19,29.15
11,55.37,93.68,16.79
12,1.22,78.65,6.09
13,41.68,66.63,84.98
14,90.75,85.63,41.70
15,43.79,65.53,36.60
16,16.60,8.80,28.20
17,75.96,91.27,69.07
18,3.33,48.37,33.83
19,63.10,50.33,25.45
20,53.61,68.13,18.32
21,90.57,63.73,18.89
22,40.27,43.20,18.27
23,34.89,51.42,23.78
24,13.59,65.51,72.78
25,43.95,84.54,0.68
26,30.11,59.52,15.24
27,63.52,73.59,8.32
28,76.69,85.57,64.74
29,14.26,98.02,69.67
30,71.27,31.86,42.83
31,8.08,4.22,39.95
32,22.71,12.51,61.74
33,59.68,40.96,48.10
34,82.22,24.91,40.77
35,81.61,58.31,65.14
36,68.09,64.58,23.08
37,80.04,96.83,96.91
38,73.14,90.04,51.20
39,72.17,93.09,63.21
40,4.32,71.98,17.55
41,55.60,63.09,59.92
42,74.28,44.40,18.98
43,14.80,44.17,35.91
44,66.60,50.49,50.47
45,94.76,74.30,68.73
46,78.26,48.28,50.67
47,64.92,38.47,73.67
48,89.13,35.57,77.37
49,74.73,87.84,98.87
50,32.07,85.18,96.99
51,99.75,19.65,11.88
52,74.05,6.52,56.12
53,12.91,66.87,26.04
54,90.98,76.30,8.24
55,33.15,73.37,67.23
56,33.30,79.05,43.31
57,67.71,74.18,71.41
58,93.43,94.87,20.91
59,84.54,92.71,55.72
60,31.66,66.01,50.22
61,70.38,69.40,60.33
62,90.78,80.14,4.39
63,34.39,8.30,7.13
64,59.91,39.42,38.13
65,29.92,75.79,7.82
66,30.22,54.68,45.00
67,65.64,98.12,17.49
68,35.66,82.89,21.22
69,89.44,72.00,29.34
70,14.11,99.33,65.38
71,77.41,92.87,99.01
72,2.14,56.58,71.81
73,47.97,81.02,25.33
74,88.00,64.71,89.86
75,41.72,65.58,86.01
76,0.97,20.94,78.25
77,82.56,83.65,66.53
78,99.29,72.41,49.57
79,50.24,31.57,28.27
80,64.51,65.93,70.24
81,95.71,36.63,12.79
82,20.02,50.74,21.89
83,79.17,80.61,39.22
84,4.94,26.94,74.36
85,44.20,66.39,98.04
86,7.86,63.86,44.30
87,37.07,25.55,52.11
88,6.19,26.97,28.05
89,28.94,62.03,92.44
90,43.35,15.76,41.07
91,61.17,82.50,15.20
92,19.62,11.27,53.04
93,3.89,40.27,60.05
94,66.52,88.37,18.81
95,68.62,84.91,64.84
