id,x,y,z
1,39.72,68.92,31.08
2,37.00,26.24,75.62
3,71.61,27.31,13.85
4,6.53,71.88,78.01
5,16.84,97.87,82.43
6,52.51,69.59,55.36
7,63.64,28.15,80.40
8,18.14,30.28,19.56
9,25.51,29.46,50.36
10,44.48,34.45,68.58
11,22.91,23.98,94.57
12,98.82,87.66,69.98
13,42.72,13.15,88.46
14,11.63,6.93,85.54
15,34.71,15.50,42.69
16,83.48,15.58,11.35
17,73.22,31.64,61.81
18,87.21,79.94,34.73
19,25.70,70.33,12.17
20,85.68,52.91,48.81
21,26.74,73.01,57.51
22,54.96,17.75,12.87
23,85.04,10.87,27.30
24,89.28,93.68,15.60
25,94.40,58.78,28.64
26,72.26,30.33,92.62
27,20.14,96.17,51.69
28,95.71,53.81,23.43
29,25.13,38.37,96.91
30,14.41,2.83,37.64
31,89.17,20.17,34.07
32,28.88,48.01,16.31
33,37.63,81.14,62.97
34,93.67,36.27,63.66
35,99.76,25.62,24.76
36,29.85,22.53,13.68
37,78.57,30.07,98.77
38,36.90,69.54,71.42
39,47.29,87.54,98.19
40,11.62,76.74,84.56
41,69.97,43.98,44.41
42,27.37,48.16,97.53
43,46.47,87.49,92.97
44,72.22,48.75,98.58
45,92.32,81.42,56.56
46,31.30,43.12,46.89
47,91.81,10.29,47.42
48,29.74,56.58,79.50
49,26.83,45.68,89.35
50,9.12,89.78,31.60
51,94.43,68.91,57.26
52,7.95,72.59,20.91
53,81.14,95.34,42.64
54,63.76,6.76,64.06
55,81.11,26.63,84.65
