id,x,y,z
1,60.28,94.08,84.54
2,45.61,60.42,85.46
3,54.07,41.64,31.81
4,1.62,66.20,65.14
5,87.05,86.08,81.77
6,57.81,13.35,75.61
7,65.76,59.20,6.04
8,15.63,10.72,63.16
9,24.45,6.35,72.92
10,60.13,28.04,34.11
11,95.80,44.24,79.05
12,16.17,76.25,77.46
13,88.19,59.25,96.01
14,76.06,8.78,5.54
15,5.34,75.46,4.62
16,73.57,56.88,35.10
17,94.52,83.32,71.18
18,94.57,73.50,53.06
19,89.32,11.49,43.39
20,55.76,88.00,57.29
21,64.05,35.72,39.00
22,25.02,48.71,1.55
23,15.13,70.73,57.27
24,30.97,3.97,85.41
25,6.73,61.27,98.83
26,82.25,61.97,26.72
27,4.32,90.95,7.84
28,41.23,92.68,78.10
29,97.13,75.83,40.29
30,55.28,65.40,93.83
31,7.35,50.67,11.66
32,2.89,83.91,34.05
33,52.94,34.85,85.46
34,51.62,99.24,89.47
35,79.75,64.69,74.32
36,69.47,1.13,83.67
37,76.45,10.13,64.84
38,57.99,15.86,63.52
39,49.24,46.65,86.62
40,45.80,51.61,18.26
41,45.43,93.29,53.31
42,11.21,38.69,76.78
43,18.68,30.14,36.97
44,96.97,56.14,27.70
45,21.24,70.47,83.85
46,15.87,18.28,14.91
47,55.81,24.59,81.85
48,24.94,40.71,29.14
49,76.56,66.17,34.21
50,5.36,84.67,98.34
51,32.62,36.33,57.32
52,72.65,22.61,75.88
53,71.08,67.06,90.23
54,78.38,17.39,24.47
55,24.04,1.84,87.80
56,97.16,50.66,53.99
57,6.87,18.23,24.99
58,32.41,50.84,99.70
59,50.71,96.08,34.08
60,65.22,42.16,19.80
61,1.98,77.23,62.21
62,65.67,18.12,47.83
63,80.30,22.84,15.43
64,6.65,53.46,84.41
65,45.24,25.01,36.91
66,52.06,25.82,58.87
67,79.07,67.11,56.73
68,66.74,50.05,48.57
69,49.51,76.04,42.15
70,10.44,96.03,90.50
71,85.58,81.33,17.39
72,77.10,79.63,26.99
73,79.14,20.68,33.06
74,40.82,62.73,40.72
75,76.62,41.74,50.90
