id,x,y,z
1,59.09,98.24,51.21
2,53.96,20.41,44.60
3,20.97,56.31,72.84
4,5.23,38.26,95.84
5,80.28,44.40,48.16
6,10.70,38.41,66.95
7,66.38,28.23,7.79
8,38.71,40.11,19.48
9,48.03,72.89,95.59
10,70.73,48.53,39.31
11,36.24,42.15,10.09
12,35.32,87.14,84.17
13,34.05,49.48,28.78
14,78.78,42.82,61.25
15,77.07,78.23,13.88
16,55.66,49.14,50.75
17,87.83,48.85,73.75
18,10.27,33.15,46.59
19,81.29,88.54,48.51
20,11.28,18.09,55.60
21,97.21,66.93,44.59
22,99.54,21.23,88.83
23,64.63,46.41,69.11
24,11.59,84.29,52.96
25,76.69,12.91,77.38
26,78.79,87.23,28.61
27,84.84,69.75,80.97
28,55.84,26.77,34.14
29,15.99,65.50,84.90
30,31.90,57.10,5.63
31,73.57,87.16,50.00
32,10.76,15.59,62.55
33,29.48,40.35,79.96
34,42.12,97.83,78.24
35,92.71,65.77,32.91
36,70.26,89.34,87.72
37,39.61,40.16,4.99
38,8.63,35.86,16.82
39,3.70,40.51,43.55
40,80.87,23.88,0.93
41,84.29,55.88,71.40
42,75.83,98.27,45.46
43,89.93,28.31,16.63
44,38.46,42.78,96.47
45,23.26,21.22,35.13
46,33.64,55.91,42.64
47,93.18,18.20,12.89
48,91.59,28.91,2.85
49,34.85,16.71,17.60
50,0.17,63.55,82.83
