id,x,y,z
1,7.30,72.66,37.11
2,58.59,76.04,28.31
3,50.44,96.17,6.34
4,1.41,49.53,89.14
5,83.06,75.94,12.69
6,14.15,40.98,9.91
7,77.30,54.12,19.50
8,43.81,89.51,45.05
9,41.78,16.39,91.86
10,74.23,96.81,82.86
11,96.68,91.63,67.22
12,70.28,38.44,0.09
13,7.48,97.42,19.59
14,94.54,70.13,65.95
15,59.18,57.26,84.11
16,93.56,41.44,21.33
17,89.85,64.11,50.93
18,48.70,44.03,12.11
19,82.21,0.93,81.23
20,58.79,55.73,51.05
21,1.40,16.22,26.64
22,91.92,52.96,85.39
23,94.07,93.34,40.37
24,48.53,80.08,80.70
25,60.90,42.48,27.65
26,0.16,30.45,86.80
27,13.09,8.15,69.01
28,53.85,53.96,31.47
29,37.68,11.86,5.32
30,97.90,60.21,29.05
31,43.00,35.71,52.89
32,9.91,32.63,22.99
33,63.86,79.10,37.08
34,96.21,34.94,86.87
35,33.92,86.44,66.03
36,93.01,96.90,16.76
37,12.14,59.03,40.48
38,84.00,83.57,67.73
39,47.85,90.35,12.51
40,31.69,70.54,66.77
41,46.25,15.94,34.98
42,55.95,73.12,18.16
43,94.44,56.31,16.16
44,57.82,41.41,17.23
45,12.44,11.66,47.96
46,51.28,1.60,88.46
47,50.20,44.20,40.38
48,6.46,81.80,55.17
49,97.19,41.25,61.04
50,30.68,95.40,95.14
51,1.17,71.36,96.31
52,93.41,60.80,90.15
53,86.92,19.66,61.31
54,94.98,43.02,79.60
55,95.11,73.50,78.49
56,88.66,18.14,51.01
57,33.93,2.22,86.01
58,6.58,58.81,58.67
59,9.98,74.80,55.06
60,64.56,44.12,87.62
