id,x,y,z
1,25.12,38.01,62.76
2,8.18,25.25,28.14
3,1.57,89.12,37.30
4,18.84,49.91,36.61
5,91.60,49.22,88.72
6,8.01,32.02,80.62
7,84.77,73.64,15.47
8,13.68,6.90,81.01
9,1.26,56.22,56.55
10,94.79,36.22,80.38
11,52.95,53.71,9.69
12,84.30,54.70,35.03
13,40.75,8.62,12.94
14,76.43,84.55,56.98
15,89.07,98.73,98.55
16,13.44,75.65,59.28
17,69.23,77.56,5.18
18,74.98,96.51,44.25
19,32.76,91.21,56.55
20,52.48,7.08,33.92
21,37.29,65.22,98.77
22,8.49,24.50,90.20
23,67.84,31.97,90.43
24,40.57,31.28,68.93
25,2.01,28.44,74.85
26,40.40,77.82,62.73
27,2.37,80.43,20.27
28,0.61,51.92,32.89
29,68.51,11.25,37.93
30,62.22,3.76,55.25
31,14.82,39.54,88.52
32,70.55,49.50,62.07
33,87.85,31.46,63.43
34,11.28,45.40,36.41
35,19.70,38.06,91.19
36,88.22,43.66,13.42
37,51.40,42.72,30.03
38,2.47,3.84,87.28
39,9.08,76.41,29.25
40,19.84,60.88,58.26
41,40.71,80.84,99.73
42,44.83,23.15,86.45
43,56.38,63.85,54.07
44,8.05,18.84,64.41
45,81.41,10.17,52.05
46,10.20,84.28,31.37
47,53.57,55.53,87.59
48,20.28,84.64,24.45
49,86.13,70.61,9.21
50,45.66,42.61,45.57
51,7.74,73.95,14.76
52,48.36,51.25,80.66
53,58.20,69.92,20.99
54,71.45,67.93,33.58
55,30.53,71.53,35.18
