id,x,y,z
1,87.83,49.07,46.09
2,96.14,73.16,70.23
3,79.64,54.81,32.09
4,81.10,34.14,78.35
5,47.78,59.38,59.74
6,23.31,15.52,14.39
7,13.95,30.88,14.30
8,90.65,92.10,43.52
9,46.77,16.08,70.09
10,31.97,70.71,88.29
11,88.37,54.92,54.44
12,16.74,14.03,5.40
13,17.80,56.15,11.01
14,48.21,11.44,76.57
15,41.75,38.87,75.56
16,93.57,59.29,13.10
17,9.43,93.12,92.63
18,79.48,62.96,74.99
19,5.69,58.04,54.16
20,48.00,28.16,34.71
21,73.14,59.92,99.84
22,92.91,80.46,29.72
23,10.26,72.34,47.30
24,12.99,91.51,24.15
25,68.19,19.24,75.36
26,69.66,55.29,13.48
27,43.70,43.33,91.71
28,97.80,9.53,97.82
29,2.87,47.16,89.66
30,19.61,66.37,93.71
31,22.60,36.73,80.72
32,76.14,93.75,73.51
33,73.85,28.14,66.58
34,82.97,45.25,46.10
35,31.83,68.36,23.83
36,89.35,15.44,72.65
37,47.86,93.35,86.80
38,67.98,4.25,81.55
39,74.56,31.73,37.26
40,49.14,31.01,84.49
41,70.28,29.42,79.77
42,24.36,83.92,50.47
43,63.86,47.49,92.60
44,14.53,52.33,69.96
45,85.11,14.19,78.87
46,17.54,43.13,33.24
47,4.05,1.51,37.49
48,70.95,50.12,65.90
49,45.74,70.53,58.34
50,48.62,27.16,80.30
51,95.96,85.32,44.33
52,44.91,25.38,97.10
53,43.44,11.34,53.56
54,80.18,12.64,38.07
55,58.15,93.06,79.66
56,23.28,16.67,66.35
57,1.75,65.78,81.27
58,5.02,14.98,30.99
59,31.96,98.56,44.01
60,58.00,30.97,1.81
61,23.69,28.18,32.35
62,45.11,22.38,87.76
63,43.91,7.78,75.38
64,55.97,40.33,12.47
65,67.36,13.49,86.78
66,68.60,40.32,0.42
67,52.93,41.01,47.30
68,89.15,58.46,54.07
69,86.19,90.36,20.88
70,63.38,55.14,92.91
71,68.01,42.24,67.08
72,77.29,70.58,32.78
73,70.57,0.47,31.59
74,12.60,94.49,14.36
75,48.07,67.92,23.97
76,10.72,44.04,16.94
77,4.85,93.57,5.80
78,8.76,40.55,87.23
79,6.73,87.24,67.61
80,86.86,66.32,28.80
81,68.64,53.84,98.07
82,60.29,65.60,4.40
83,62.83,59.01,68.77
84,67.47,15.93,61.33
85,44.75,37.58,93.42
86,11.24,63.41,66.14
87,77.61,96.63,34.47
88,12.26,82.89,48.28
89,69.16,87.69,78.68
90,80.43,16.27,87.92
91,87.68,45.66,54.12
92,32.63,51.60,6.75
93,81.57,53.93,58.58
94,6.01,86.49,22.63
95,53.34,32.60,82.82
96,83.84,50.54,29.00
97,49.13,42.57,4.36
98,65.00,60.80,5.73
99,48.30,69.49,77.08
100,87.59,37.58,65.97
