id,x,y,z
1,51.65,1.61,46.06
2,61.81,22.07,36.47
3,43.82,6.91,67.61
4,83.53,85.94,99.37
5,23.85,50.49,80.35
6,90.94,97.29,34.97
7,53.90,4.68,70.22
8,15.26,51.96,39.35
9,16.36,55.82,56.16
10,65.79,24.93,32.51
11,33.94,8.19,3.76
12,98.99,70.02,17.63
13,3.07,57.74,92.43
14,54.64,95.15,23.34
15,66.86,89.52,96.45
16,61.40,37.57,71.57
17,17.79,17.60,93.17
18,50.13,4.63,24.94
19,10.15,5.51,48.35
20,73.14,32.75,88.50
21,71.55,11.67,41.87
22,25.78,74.39,19.07
23,86.84,65.26,0.89
24,15.64,47.38,7.41
25,3.25,14.99,17.56
26,4.09,38.37,39.76
27,4.36,63.26,99.93
28,40.83,27.35,71.02
29,44.43,42.69,40.76
30,39.98,71.00,34.49
31,35.60,75.38,42.20
32,88.96,18.79,64.30
33,42.31,95.29,83.31
34,47.53,61.22,26.28
35,5.60,10.78,22.96
36,79.56,20.05,63.11
37,37.48,82.28,55.20
38,36.46,31.04,53.71
39,0.32,65.20,68.61
40,85.07,19.83,26.54
41,92.44,27.12,2.72
42,91.09,44.46,94.93
43,21.29,65.61,90.71
44,98.28,86.05,37.33
45,50.11,8.65,31.31
46,78.89,25.65,17.24
47,53.92,15.21,38.64
48,83.48,19.39,30.17
49,73.95,40.80,66.87
50,66.97,34.93,95.83
51,55.94,40.80,42.67
52,35.47,16.04,27.28
53,60.27,3.07,84.55
54,13.64,44.74,66.13
55,36.57,90.40,59.25
56,57.81,52.83,42.27
57,28.44,24.23,59.76
58,23.32,2.34,61.30
59,91.42,73.92,55.21
60,50.11,41.74,1.32
61,18.85,48.54,53.32
62,58.37,71.42,54.46
63,95.36,71.87,25.00
64,30.21,46.32,93.29
65,34.85,30.99,95.67
66,53.86,15.02,85.60
67,68.43,54.27,0.90
68,9.36,53.89,7.55
69,79.61,9.37,57.38
70,49.55,88.31,41.53
