id,x,y,z
1,78.25,9.07,91.21
2,63.47,51.99,27.79
3,76.46,40.11,8.48
4,72.51,96.89,7.66
5,21.31,89.41,55.84
6,99.33,57.31,19.07
7,97.16,90.56,23.60
8,5.70,55.68,24.31
9,65.21,44.84,38.13
10,89.26,86.02,66.61
11,44.41,51.05,42.15
12,92.09,64.40,96.21
13,40.46,62.91,7.63
14,12.43,23.70,95.00
15,6.89,23.05,33.89
16,52.42,62.75,11.41
17,70.28,98.52,99.96
18,91.23,55.70,53.61
19,99.90,18.23,91.81
20,33.54,97.67,12.35
21,20.52,30.40,19.35
22,43.32,79.67,91.24
23,41.89,34.26,58.37
24,42.86,65.09,51.86
25,77.87,75.05,58.09
26,59.55,1.83,54.99
27,95.91,29.33,96.49
28,59.74,15.26,16.27
29,80.32,94.19,40.57
30,4.77,55.07,6.11
31,36.32,52.31,30.96
32,71.11,30.85,32.69
33,5.27,41.97,65.14
34,54.36,58.82,73.63
35,60.63,12.70,59.51
