id,x,y,z
1,38.12,9.24,55.88
2,47.87,29.12,88.95
3,96.75,48.71,30.10
4,46.39,44.58,80.20
5,45.24,32.97,2.71
6,16.86,2.09,67.21
7,25.15,18.59,15.07
8,69.60,0.94,58.98
9,34.92,3.02,50.28
10,41.77,57.79,8.86
11,45.91,1.00,53.23
12,41.34,98.05,39.33
13,22.63,85.21,65.16
14,13.32,16.57,55.02
15,84.07,67.56,0.86
16,22.66,58.35,71.86
17,24.99,67.05,31.64
18,35.37,89.98,5.26
19,43.05,76.30,21.65
20,62.78,95.63,11.54
21,98.42,92.38,21.29
22,56.76,8.95,48.64
23,75.85,89.95,48.45
24,76.79,75.61,24.56
25,60.74,22.37,12.12
26,49.36,30.70,10.78
27,45.69,12.17,80.13
28,37.59,80.99,93.46
29,16.33,40.85,99.02
30,79.73,7.81,23.07
31,4.41,99.63,19.95
32,46.03,58.00,71.74
33,98.98,41.39,34.35
34,37.81,26.16,58.13
35,67.10,12.93,22.67
36,79.16,4.79,41.09
37,27.98,42.38,64.80
38,98.35,35.40,0.59
39,21.65,62.98,43.14
40,92.24,27.76,75.43
41,66.26,88.08,21.91
42,67.15,34.07,89.30
43,3.13,87.97,35.28
44,6.41,43.84,69.86
45,50.84,93.59,45.49
