id,x,y,z
1,44.83,25.35,86.90
2,25.54,31.90,42.98
3,43.09,28.99,95.28
4,23.91,23.64,85.11
5,75.92,93.29,38.51
6,77.29,44.92,63.13
7,28.67,32.12,73.65
8,47.95,34.24,8.13
9,96.36,18.39,88.11
10,36.26,61.35,6.38
11,67.45,63.74,37.78
12,5.19,77.16,57.52
13,50.58,15.84,42.07
14,84.48,88.37,68.35
15,15.92,51.20,40.49
16,47.05,46.64,79.39
17,45.04,85.77,82.78
18,86.78,89.55,2.82
19,40.90,8.74,93.29
20,18.86,85.16,70.75
21,72.11,46.89,93.20
22,0.73,28.15,91.50
23,80.77,11.52,52.82
24,9.35,58.29,75.07
25,93.08,7.48,24.91
26,50.47,55.20,1.15
27,48.64,21.70,14.12
28,90.48,45.22,54.80
29,98.85,65.78,76.75
30,10.76,36.60,32.53
31,56.76,10.67,96.46
32,97.96,70.75,28.70
33,1.20,50.55,22.47
34,81.57,70.17,47.63
35,23.19,59.66,77.48
36,65.20,83.61,38.65
37,9.16,29.25,24.47
38,25.33,29.23,67.66
39,38.18,62.90,79.57
40,8.73,60.60,18.37
41,30.70,57.42,76.68
42,23.59,97.52,27.62
43,7.88,98.00,14.54
44,86.52,76.07,93.89
45,42.80,6.47,3.56
46,45.66,2.24,39.07
47,50.62,41.27,45.91
48,73.37,96.32,26.02
49,50.66,24.10,14.80
50,27.39,73.73,39.96
51,37.32,34.45,51.26
52,88.84,43.29,14.58
53,87.50,71.68,34.28
54,75.89,38.41,61.68
55,72.70,41.06,51.11
56,16.02,19.35,67.37
57,58.65,18.61,62.19
58,37.50,13.98,54.15
59,78.07,71.96,65.49
60,59.51,39.25,20.12
61,63.22,18.64,51.67
62,20.61,1.07,87.55
63,94.02,60.28,12.64
64,82.24,27.65,97.79
65,51.92,73.30,42.30
66,9.56,88.57,75.47
67,76.24,88.54,69.18
68,0.06,69.56,56.08
69,44.51,11.09,93.73
70,34.92,71.74,62.51
71,46.61,28.50,14.20
72,92.37,7.79,15.50
73,84.08,18.60,69.63
74,45.49,42.59,59.63
75,49.84,2.17,54.67
76,57.97,39.93,46.32
77,51.53,75.11,75.39
78,40.52,5.80,64.65
79,22.10,15.61,90.45
80,85.15,90.31,96.12
81,31.87,89.65,23.58
82,18.48,3.98,90.63
83,54.18,48.89,77.94
84,45.80,37.38,53.58
85,98.24,66.31,82.81
86,94.10,22.61,5.57
87,10.94,88.03,44.14
88,95.56,49.04,73.63
89,80.28,52.50,54.80
90,46.67,60.14,14.95
