id,x,y,z
1,10.44,62.83,9.74
2,19.80,28.66,16.92
3,79.87,42.45,71.50
4,36.33,83.47,1.69
5,80.80,38.73,62.15
6,97.43,12.65,57.14
7,33.27,20.13,63.72
8,67.89,60.66,96.51
9,34.74,98.84,3.14
10,31.24,27.37,38.31
11,27.95,55.31,54.49
12,17.59,84.46,64.08
13,26.72,61.12,58.11
14,33.59,1.95,94.21
15,44.48,21.11,22.34
16,22.04,81.75,71.14
17,46.51,38.18,49.08
18,21.10,94.55,31.47
19,99.50,79.36,32.21
20,68.87,14.91,50.09
21,61.70,96.31,35.45
22,66.51,79.37,61.24
23,94.15,81.68,16.91
24,85.52,40.04,67.65
25,91.36,71.04,38.21
26,58.74,87.18,27.40
27,25.45,27.66,77.12
28,42.97,50.34,31.53
29,93.32,77.38,34.18
30,92.82,28.84,59.84
31,24.26,55.16,34.54
32,50.89,3.89,78.81
33,59.53,58.38,39.33
34,57.39,49.72,10.54
35,94.86,49.76,61.40
36,48.38,57.66,98.20
37,9.49,9.60,22.62
38,92.01,59.33,23.45
39,67.88,59.07,95.69
40,61.54,72.84,32.30
