id,x,y,z
1,92.43,45.38,14.92
2,8.20,84.00,98.01
3,39.43,83.89,51.81
4,34.85,78.57,78.33
5,22.56,52.91,98.53
6,64.99,0.59,26.11
7,81.97,94.47,93.05
8,38.37,64.29,8.00
9,44.15,47.16,38.42
10,13.73,17.58,7.82
11,32.43,3.26,38.69
12,75.08,50.22,94.46
13,76.07,73.22,92.07
14,1.16,31.52,66.22
15,35.10,22.00,25.87
16,91.27,14.71,56.63
17,54.67,47.92,47.21
18,82.61,97.16,13.14
19,51.07,73.44,78.82
20,73.13,93.50,52.81
21,49.19,31.66,91.64
22,82.55,77.64,44.12
23,63.83,58.03,38.16
24,3.82,88.66,39.17
25,23.68,74.63,33.56
26,75.48,15.15,9.96
27,11.57,79.93,2.11
28,0.54,29.83,28.47
29,24.75,60.27,22.36
30,75.85,51.35,2.52
31,47.61,15.18,72.72
32,1.61,41.17,80.26
33,15.69,82.89,71.23
34,20.66,43.50,38.73
35,82.87,22.19,23.55
36,19.28,91.67,54.44
37,64.17,6.37,39.93
38,19.32,32.64,18.04
39,56.10,59.95,90.96
40,35.63,53.22,80.67
41,93.10,48.07,41.04
42,39.02,9.87,91.73
43,7.18,21.18,83.66
44,25.32,69.75,85.73
45,56.72,94.00,30.15
46,47.14,74.57,55.26
47,86.55,3.85,4.62
48,63.68,77.77,5.67
49,93.66,12.19,3.21
50,37.78,25.84,26.48
51,55.42,8.31,2.69
52,75.51,97.15,14.52
53,24.50,87.52,47.55
54,28.60,32.84,79.30
55,71.72,4.15,78.41
56,92.06,22.34,57.41
57,60.33,6.16,47.30
58,37.27,95.11,89.60
59,78.02,79.89,2.78
60,25.39,62.13,97.68
61,91.17,75.83,3.46
62,15.23,67.82,23.93
63,55.59,72.69,8.58
64,17.39,65.57,92.90
65,15.28,33.48,43.52
66,38.27,68.90,94.97
67,66.60,34.06,15.44
68,17.02,45.78,16.81
69,40.91,63.71,1.91
70,39.21,36.84,67.12
71,61.03,6.28,6.81
72,62.16,65.62,69.83
73,53.67,25.30,21.76
74,64.08,0.39,75.35
75,93.57,46.72,59.03
76,25.00,28.60,91.82
77,42.65,69.87,88.92
78,94.21,25.43,2.57
79,53.95,92.56,33.97
80,90.24,99.89,81.03
81,8.85,51.45,62.40
82,91.58,71.67,5.48
83,55.17,57.31,61.53
84,82.86,92.94,19.58
85,73.34,54.04,58.36
86,3.87,43.65,41.76
87,96.72,47.92,24.00
88,73.84,44.58,78.74
89,37.25,94.22,15.60
90,12.74,62.87,76.20
91,49.81,81.64,41.50
92,91.77,75.82,50.69
93,12.88,1.42,94.77
94,42.77,91.29,65.97
95,38.85,68.01,53.89
96,66.58,29.02,7.02
97,39.55,25.16,13.68
98,68.75,94.34,0.02
99,78.20,70.23,20.86
100,54.05,66.13,72.83
