id,x,y,z
1,14.09,78.01,75.74
2,73.31,8.37,10.24
3,96.44,35.05,66.69
4,34.82,42.23,73.12
5,77.03,11.62,36.45
6,79.52,47.52,24.92
7,22.48,68.69,76.94
8,53.06,68.02,60.86
9,46.62,57.86,68.64
10,47.25,85.42,14.40
11,46.50,19.53,27.36
12,76.88,69.69,24.59
13,39.39,92.31,33.21
14,51.78,32.43,10.96
15,36.72,95.09,28.76
16,7.12,72.64,78.31
17,72.80,23.42,82.30
18,70.49,55.76,14.00
19,59.14,60.47,25.55
20,9.80,45.59,21.58
21,27.54,38.04,78.74
22,35.40,58.14,63.91
23,79.60,19.53,85.77
24,94.88,26.76,1.97
25,99.48,40.04,36.24
26,9.98,23.88,53.42
27,50.83,6.55,24.71
28,21.04,12.10,68.07
29,79.08,93.28,60.94
30,66.98,1.26,77.85
31,57.43,31.22,96.66
32,78.08,46.06,85.63
33,58.24,81.40,77.88
34,78.84,76.19,63.85
35,73.24,56.01,86.38
36,33.92,47.93,4.39
37,13.61,7.52,94.48
38,3.65,86.08,40.28
39,74.15,31.95,81.33
40,10.03,98.22,99.54
41,57.06,2.00,67.48
42,36.93,63.39,37.03
43,39.27,6.28,91.48
44,44.58,21.58,14.79
45,42.54,59.30,29.76
46,85.35,97.39,83.65
47,58.45,96.91,51.39
48,15.57,32.31,20.06
49,41.96,31.82,19.11
50,57.97,15.11,10.47
