id,x,y,z
1,37.71,95.18,40.38
2,73.65,31.58,71.79
3,44.24,79.33,39.90
4,62.76,8.95,57.22
5,17.21,12.11,84.10
6,85.65,60.45,2.95
7,28.91,74.58,88.37
8,91.32,95.92,40.81
9,30.32,4.48,10.93
10,38.98,61.81,18.79
11,62.63,97.40,88.20
12,8.76,74.85,48.94
13,91.90,73.97,79.42
14,51.54,82.05,9.17
15,31.54,99.86,15.63
16,70.71,22.69,16.55
17,47.66,36.86,38.06
18,46.61,38.10,85.32
19,49.89,2.38,47.12
20,90.26,71.65,43.19
21,33.75,99.12,73.98
22,48.62,38.33,3.58
23,68.49,57.19,43.73
24,4.55,85.97,16.11
25,91.79,46.94,33.14
26,13.44,92.10,96.29
27,78.61,64.32,93.89
28,96.37,79.81,52.21
29,7.16,8.29,97.87
30,63.75,11.59,80.06
31,28.06,89.59,13.90
32,88.29,56.37,94.38
33,35.58,30.76,54.19
34,44.95,38.82,31.97
35,51.06,54.96,41.45
36,0.97,69.24,40.07
37,45.42,44.67,16.02
38,99.06,45.57,23.79
39,46.81,21.86,64.57
40,97.88,8.36,34.40
41,6.36,76.13,75.09
42,66.15,16.68,34.13
43,88.77,58.71,58.50
44,23.57,17.29,59.96
45,6.73,40.37,44.08
