id,x,y,z
1,17.46,42.02,98.47
2,86.12,5.68,48.52
3,11.69,72.46,69.29
4,96.00,42.15,94.08
5,16.72,27.63,69.87
6,77.29,75.63,68.82
7,45.80,78.91,21.89
8,90.42,50.50,9.58
9,90.14,67.29,15.71
10,20.39,66.13,13.08
11,48.56,32.89,11.49
12,64.78,10.38,74.82
13,59.96,22.52,96.86
14,62.30,18.86,95.29
15,83.27,17.76,73.77
16,77.26,83.56,95.91
17,15.88,33.88,36.14
18,94.74,38.25,73.48
19,21.69,2.53,9.97
20,54.69,24.27,64.80
21,21.88,66.67,32.55
22,6.49,38.02,83.48
23,43.97,56.11,60.36
24,10.65,88.14,97.02
25,79.12,19.62,2.12
