id,x,y,z
1,23.93,30.05,37.50
2,78.59,69.57,99.94
3,84.76,66.88,93.36
4,26.78,75.58,40.28
5,61.12,13.09,61.34
6,43.44,6.47,61.25
7,51.55,33.35,39.64
8,33.03,41.38,58.16
9,9.76,30.70,40.65
10,54.20,74.07,60.67
11,26.53,51.35,28.44
12,81.25,12.25,32.61
13,0.08,2.23,12.73
14,67.22,31.46,42.14
15,16.61,26.73,93.98
16,63.04,7.45,31.41
17,81.02,40.83,21.61
18,8.20,81.23,6.45
19,89.19,24.18,4.26
20,78.12,99.04,28.24
21,79.72,83.25,29.98
22,91.14,1.79,43.46
23,25.33,90.46,39.19
24,28.88,23.02,21.01
25,40.19,32.25,92.87
26,34.70,13.26,39.54
27,45.12,75.38,92.22
28,89.24,45.00,85.41
29,54.85,73.83,22.76
30,92.09,68.96,66.30
31,39.85,73.70,12.42
32,48.53,95.14,1.87
33,90.93,12.13,62.81
34,70.56,47.61,35.55
35,31.53,72.31,91.03
36,78.22,30.84,60.55
37,42.05,13.13,33.20
38,88.38,83.07,94.86
39,60.42,94.58,2.54
40,82.49,15.61,73.31
