id,x,y,z
1,28.53,52.98,76.25
2,97.66,82.66,68.24
3,63.49,77.05,21.53
4,85.96,25.99,97.35
5,97.10,9.18,61.62
6,12.01,47.97,21.04
7,15.24,9.51,9.54
8,22.23,76.05,86.52
9,21.91,94.87,38.55
10,29.28,30.53,8.39
11,35.73,67.80,53.03
12,53.03,90.69,8.82
13,68.70,9.99,87.40
14,33.55,44.18,54.22
15,33.65,36.55,45.89
16,12.22,63.64,67.27
17,64.82,1.42,29.76
18,81.06,44.52,14.23
19,82.81,95.54,21.78
20,83.52,79.18,30.63
21,35.00,69.24,21.76
22,5.04,16.43,97.44
23,24.20,17.20,91.92
24,22.17,66.30,56.21
25,85.23,75.60,82.98
26,83.97,23.40,27.17
27,1.32,52.31,30.45
28,47.10,69.68,72.55
29,29.74,24.36,75.16
30,12.70,43.88,48.07
31,51.60,86.12,11.43
32,13.39,3.51,4.57
33,84.23,98.24,71.71
34,41.97,54.77,53.56
35,9.32,23.38,52.53
36,42.31,57.88,37.16
37,64.87,34.54,60.68
38,80.39,75.95,93.42
39,99.97,37.86,23.71
40,34.05,97.42,26.39
41,67.13,10.89,5.82
42,77.99,43.06,4.61
43,5.92,12.45,83.17
44,54.75,75.80,20.84
45,12.51,13.49,78.39
46,42.95,54.28,23.61
47,96.82,81.66,51.16
48,53.54,57.10,75.97
49,71.82,51.46,54.24
50,67.14,31.21,55.08
51,71.01,20.37,76.88
52,49.45,90.91,33.29
53,86.71,42.79,19.64
54,70.64,84.91,93.46
55,29.34,80.63,6.63
56,62.31,12.09,72.34
57,79.81,31.13,22.45
58,30.33,48.63,98.30
59,6.27,17.13,43.05
60,72.14,71.90,37.51
61,59.50,41.35,38.45
62,59.71,94.59,13.06
63,15.96,75.96,14.87
64,69.49,25.95,50.43
65,95.82,84.10,46.24
66,51.75,5.31,81.53
67,69.90,20.02,38.69
68,91.86,61.46,68.83
69,60.50,32.45,87.49
70,81.50,2.74,72.18
71,57.04,49.14,17.29
72,30.02,82.85,69.72
73,37.73,91.53,43.93
74,35.79,95.36,57.00
75,48.91,42.12,0.81
76,92.13,81.38,61.05
77,56.14,66.81,69.02
78,55.75,50.32,46.48
79,47.85,2.29,38.83
80,26.27,25.90,45.95
