id,x,y,z
1,46.73,33.75,9.90
2,79.82,33.75,34.50
3,93.84,83.75,13.86
4,63.06,39.41,97.32
5,32.25,13.04,9.43
6,42.62,32.85,44.68
7,61.17,12.10,39.46
8,26.84,64.97,50.05
9,95.56,19.58,39.77
10,6.96,2.64,25.17
11,30.15,27.81,57.84
12,87.49,30.78,98.14
13,79.23,47.90,39.17
14,76.84,60.12,51.79
15,85.33,71.10,96.53
16,22.52,0.29,78.81
17,16.63,19.84,1.73
18,42.02,66.22,20.68
19,97.94,55.40,23.08
20,99.08,81.92,62.20
21,79.69,77.39,55.22
22,74.23,63.93,29.71
23,18.41,98.79,92.18
24,3.09,11.55,85.77
25,36.24,24.29,87.24
26,27.79,11.41,37.10
27,43.96,76.91,96.03
28,67.13,58.65,16.21
29,23.31,88.42,53.59
30,6.48,56.61,63.84
31,95.41,15.35,2.58
32,78.60,10.27,20.36
33,43.96,86.45,11.93
34,72.84,2.61,88.98
35,32.34,17.61,8.02
36,50.85,4.13,0.01
37,35.97,25.77,91.02
38,21.66,62.36,19.97
39,57.73,79.29,36.11
40,8.06,82.07,71.26
41,78.62,60.18,68.12
42,33.84,39.32,17.22
43,88.72,72.38,32.29
44,93.00,43.38,70.00
45,95.61,57.36,33.81
46,96.34,27.94,29.45
47,93.65,26.15,77.32
48,98.60,42.34,26.54
49,51.66,3.87,50.85
50,43.48,88.46,27.20
51,2.83,14.24,58.73
52,36.92,78.37,60.65
53,56.41,20.63,63.92
54,51.06,79.74,27.38
55,93.01,65.56,93.05
56,45.72,89.76,81.29
57,89.15,68.30,61.15
58,72.36,29.71,54.39
59,12.48,35.49,61.72
60,15.00,38.99,92.44
61,79.41,49.31,86.46
62,84.81,48.18,41.03
63,75.30,9.92,98.03
64,91.43,41.90,52.10
65,84.50,82.85,42.13
66,2.46,53.15,76.01
67,8.35,65.47,91.16
68,94.23,45.73,57.07
69,28.57,60.50,67.52
70,56.91,44.42,77.19
71,25.08,92.41,25.24
72,82.21,20.47,71.63
73,6.47,48.22,33.74
74,9.22,30.56,88.88
75,58.61,84.92,32.32
76,90.74,19.40,16.34
77,48.00,72.43,6.19
78,1.83,25.36,23.44
79,14.06,89.33,9.64
80,66.32,42.32,71.76
81,11.74,6.68,96.98
82,66.13,72.12,23.89
83,82.44,70.16,65.74
84,34.76,51.13,43.75
85,77.49,36.16,62.97
