id,x,y,z
1,71.40,8.97,56.24
2,62.53,11.16,79.91
3,68.36,54.24,24.41
4,60.85,44.49,38.99
5,99.00,58.22,40.93
6,4.15,62.98,95.45
7,35.07,4.51,7.93
8,34.77,27.30,64.94
9,18.40,71.22,24.48
10,81.17,96.38,54.40
11,88.22,19.03,65.89
12,14.96,56.20,36.22
13,50.30,65.68,34.43
14,1.85,40.75,67.46
15,99.40,55.47,56.54
16,46.39,50.92,52.88
17,95.46,15.82,40.41
18,1.71,77.00,25.83
19,22.21,93.22,57.81
20,25.96,50.74,32.19
21,91.07,48.50,75.71
22,41.64,20.73,10.60
23,43.92,93.11,14.98
24,15.44,47.99,71.68
25,69.13,16.08,7.93
26,58.50,93.63,79.61
27,24.49,57.68,93.54
28,19.99,32.72,79.02
29,54.54,41.25,64.43
30,80.07,22.77,22.22
31,35.86,29.63,4.11
32,61.91,1.44,28.10
33,20.70,92.80,94.67
34,80.37,24.12,97.03
35,63.06,59.03,9.20
36,31.99,63.55,97.27
37,18.93,83.91,92.80
38,35.85,14.02,81.15
39,6.20,99.81,59.33
40,11.62,38.59,43.43
41,48.51,42.24,2.07
42,32.08,87.52,34.50
43,91.09,80.98,74.35
44,60.94,42.15,63.04
45,45.91,57.06,42.19
46,14.50,32.85,46.15
47,35.33,17.16,88.96
48,39.97,70.65,10.36
49,95.51,19.00,40.90
50,30.72,79.98,18.55
51,89.26,59.13,55.26
52,13.35,55.24,96.65
53,31.43,69.03,27.52
54,35.32,11.43,83.92
55,39.34,47.97,88.40
56,67.71,95.75,98.58
57,70.99,19.29,22.01
58,7.58,39.09,77.92
59,37.31,10.04,33.85
60,2.33,6.42,12.36
61,27.26,33.75,0.55
62,54.74,33.38,16.41
63,17.81,3.94,39.47
64,39.05,34.82,32.26
65,50.84,94.74,79.28
66,30.82,54.03,76.46
67,30.22,38.33,14.28
68,33.68,86.27,4.41
69,88.73,49.38,33.04
70,47.42,41.05,34.52
71,11.46,8.38,89.46
72,98.42,34.64,95.26
73,67.15,8.23,82.61
74,49.20,92.80,81.73
75,67.45,72.49,96.45
76,44.60,86.85,46.11
77,25.11,81.76,92.64
78,64.03,46.90,38.88
79,46.49,8.74,20.00
80,66.02,57.68,63.24
81,57.93,65.78,36.15
82,75.08,85.82,16.94
83,77.44,65.80,34.43
84,5.58,15.44,91.84
85,92.70,55.64,22.41
