id,x,y,z
1,92.10,68.24,63.73
2,5.68,70.36,6.69
3,18.42,64.29,94.85
4,44.15,70.64,7.96
5,50.21,98.65,15.39
6,18.79,91.85,50.88
7,47.54,57.46,73.74
8,62.59,10.11,55.23
9,17.09,46.35,62.59
10,14.29,37.37,72.70
11,74.71,91.89,75.76
12,72.77,99.13,8.83
13,77.04,89.81,77.83
14,63.86,6.42,69.64
15,82.31,57.23,66.15
16,73.81,76.26,57.95
17,82.60,19.97,15.67
18,23.00,92.48,77.74
19,17.05,13.94,36.18
20,26.95,41.18,81.15
21,48.29,16.39,87.53
22,63.58,43.65,76.42
23,16.19,3.10,31.73
24,45.65,74.13,22.72
25,89.08,68.95,87.50
26,45.21,38.09,91.86
27,24.04,84.88,94.24
28,21.45,42.47,15.17
29,78.68,54.26,56.82
30,2.31,62.21,41.71
31,67.75,58.66,10.61
32,32.35,21.65,92.32
33,17.69,27.45,66.41
34,66.47,18.83,49.77
35,44.33,17.05,15.41
36,41.86,99.27,30.83
37,11.90,35.51,90.12
38,26.71,0.75,47.33
39,20.25,61.62,87.67
40,83.16,97.75,88.24
41,16.05,9.65,55.95
42,13.32,37.06,27.06
43,33.74,5.64,54.25
44,32.30,21.95,48.08
45,89.75,49.54,26.47
46,88.99,42.04,99.64
47,50.21,1.12,84.04
48,34.80,30.94,98.88
49,91.51,10.15,42.20
50,34.75,20.37,19.18
51,58.06,3.36,87.83
52,41.07,82.21,99.94
53,22.92,1.01,58.31
54,71.73,93.73,59.78
55,19.29,79.94,82.16
56,81.60,74.62,86.86
57,75.27,47.59,74.33
58,32.56,10.52,70.60
59,72.06,73.17,41.48
60,5.98,12.48,51.84
61,72.39,14.13,38.73
62,73.12,85.19,32.84
63,54.88,65.18,46.56
64,39.12,21.64,12.65
65,2.97,44.07,14.62
66,57.76,34.55,97.09
67,78.62,74.39,60.58
68,85.44,88.16,5.37
69,46.02,52.92,3.46
70,53.45,75.61,84.54
