id,x,y,z
1,78.07,62.94,13.40
2,23.55,94.62,75.02
3,89.70,5.69,68.65
4,97.09,28.91,40.80
5,90.35,68.07,19.09
6,7.93,1.99,53.46
7,81.56,73.87,14.70
8,5.77,55.07,46.09
9,34.77,58.92,92.65
10,48.65,46.71,15.08
11,10.16,90.00,21.94
12,1.38,35.41,18.05
13,71.75,27.12,45.36
14,79.08,35.45,95.58
15,52.09,77.52,52.94
16,51.18,63.43,46.13
17,29.96,18.46,66.45
18,75.35,55.73,45.89
19,19.69,83.65,84.76
20,89.94,85.25,73.23
21,32.39,95.35,90.27
22,86.00,26.19,48.85
23,22.07,99.37,4.71
24,76.48,48.61,81.40
25,35.97,21.40,96.57
26,18.19,85.03,65.65
27,37.43,78.53,64.02
28,9.83,29.34,68.51
29,2.13,49.13,77.98
30,25.46,54.29,68.76
31,1.98,3.29,5.16
32,39.30,47.20,20.81
33,39.45,37.36,17.11
34,12.90,90.44,92.79
35,71.66,82.72,64.65
36,45.46,30.31,26.59
37,32.47,12.18,46.55
38,42.63,92.72,7.65
39,26.07,66.25,84.23
40,56.03,13.39,0.18
41,56.32,12.80,89.36
42,51.64,64.78,7.17
43,77.72,25.15,63.49
44,66.34,36.76,29.97
45,77.29,96.31,26.79
46,53.73,88.53,35.92
47,19.30,24.01,28.97
48,85.93,81.65,28.06
49,78.79,14.62,84.08
50,49.91,69.75,26.57
51,93.20,64.80,62.54
52,82.05,31.94,55.01
53,36.17,56.93,27.42
54,59.83,21.79,30.05
55,99.23,89.06,46.30
