id,x,y,z
1,54.48,6.63,17.22
2,43.69,38.04,77.93
3,72.45,48.72,6.34
4,68.08,35.58,3.67
5,51.69,45.33,29.12
6,1.20,27.62,14.87
7,10.81,73.18,6.18
8,2.37,21.39,67.58
9,6.27,77.47,62.47
10,13.49,70.63,0.50
11,45.35,87.34,3.04
12,0.54,80.04,7.89
13,68.80,21.61,92.72
14,42.37,44.43,62.47
15,11.28,61.48,68.45
16,7.33,65.85,41.03
17,95.87,39.06,89.80
18,54.89,76.55,74.39
19,62.31,92.16,9.82
20,96.24,13.51,99.66
21,11.73,15.77,71.43
22,98.72,15.02,98.70
23,44.10,51.59,17.68
24,59.68,36.80,33.24
25,43.72,58.10,62.53
26,59.74,50.46,74.85
27,73.91,8.91,45.94
28,45.85,97.17,79.15
29,10.05,28.90,37.15
30,25.99,49.83,18.28
31,71.68,0.19,51.28
32,49.17,52.92,67.84
33,94.92,87.77,11.90
34,80.73,24.11,48.50
35,31.86,51.12,84.10
36,23.87,49.75,34.78
37,97.68,83.10,24.51
38,97.41,73.59,94.53
39,85.97,79.43,42.22
40,37.29,95.38,73.72
41,3.85,41.08,73.62
42,15.48,89.75,76.51
43,11.23,69.93,26.80
44,40.69,6.29,63.78
45,75.62,98.00,34.53
46,78.51,4.09,96.80
47,35.08,23.02,6.00
48,57.81,59.23,91.16
49,4.97,99.91,76.87
50,47.53,15.76,77.68
51,27.88,58.97,1.98
52,58.09,71.93,12.18
53,56.08,18.95,85.36
54,70.85,4.34,33.02
55,3.38,26.93,93.76
56,6.42,33.00,68.86
57,79.17,18.20,10.97
58,40.73,90.95,64.53
59,89.15,43.62,2.59
60,78.36,20.27,92.79
61,19.99,55.28,37.35
62,44.14,95.98,22.43
63,3.60,9.64,39.22
64,56.96,77.30,52.08
65,26.65,73.92,20.83
