id,x,y,z
1,0.96,39.76,95.76
2,91.73,77.64,58.21
3,30.45,26.33,38.95
4,95.38,81.04,19.41
5,58.74,0.36,29.35
6,60.72,84.40,8.07
7,46.56,5.65,50.50
8,20.32,9.87,55.84
9,54.19,15.33,88.01
10,1.96,30.09,14.55
11,48.75,94.20,60.37
12,41.78,72.08,35.96
13,74.80,1.01,65.78
14,98.72,48.87,45.40
15,57.00,38.49,17.36
16,79.68,3.74,73.66
17,81.92,52.76,32.15
18,37.85,63.75,63.67
19,96.77,28.33,64.95
20,62.67,47.68,98.73
21,49.87,43.21,38.00
22,11.05,60.08,98.86
23,61.20,10.41,20.33
24,63.73,49.56,55.55
25,35.26,83.68,0.78
26,85.15,21.70,41.20
27,11.54,37.69,35.87
28,91.17,18.98,38.23
29,75.44,43.40,26.85
30,74.78,34.21,98.48
31,52.34,25.27,20.04
32,33.82,40.83,3.65
33,7.66,49.92,93.12
34,11.77,41.62,54.56
35,69.86,34.13,59.41
36,97.25,87.32,19.81
37,34.90,8.90,68.47
38,7.55,33.20,74.07
39,14.81,94.32,5.16
40,88.48,6.77,9.49
41,33.48,98.79,59.46
42,55.93,39.84,66.81
43,64.45,17.68,52.36
44,42.00,33.27,44.35
45,43.52,49.56,80.91
46,24.85,2.93,33.82
47,71.35,31.95,69.05
48,8.24,37.44,79.00
49,59.28,32.39,31.17
50,5.96,84.20,73.36
51,25.00,19.84,5.67
52,45.51,46.96,71.71
53,6.96,84.62,51.02
54,49.63,81.50,30.18
55,56.39,71.53,72.95
56,73.91,88.54,86.20
57,83.09,15.16,4.07
58,97.87,60.12,71.92
59,84.22,40.60,13.94
60,7.06,47.72,10.56
61,83.63,37.08,79.00
62,73.49,94.72,93.26
63,15.41,75.26,2.96
64,53.88,84.47,9.04
65,36.90,53.89,89.89
66,2.04,81.22,16.05
67,45.67,25.70,90.61
68,5.29,53.19,77.32
69,10.52,57.12,4.44
70,35.33,18.38,45.74
71,98.99,49.93,51.81
72,72.72,33.40,84.39
73,98.77,8.88,81.34
74,89.78,20.61,88.67
75,40.89,4.60,43.36
76,15.63,53.93,10.81
77,93.14,11.21,94.23
78,34.85,93.58,62.32
79,21.29,47.93,48.64
80,65.82,58.51,15.64
81,69.02,29.10,84.83
82,97.84,44.02,70.37
83,94.54,90.15,48.77
84,85.54,94.73,74.48
85,19.78,54.46,28.35
86,84.27,99.13,33.72
87,20.72,66.40,71.42
88,16.03,68.06,61.98
89,74.92,43.16,98.72
90,66.64,68.56,58.77
91,98.25,18.08,55.10
92,83.70,74.22,24.91
93,99.55,75.04,57.06
94,81.21,94.59,3.12
95,69.25,38.51,47.56
96,15.81,73.49,98.44
97,34.50,58.43,16.32
98,13.93,67.51,27.76
99,88.63,69.81,10.48
100,6.11,87.83,14.53
